headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
strong,adjective,A1,kuchli,сильный,Having a lot of power in the body.,strɒŋ,1350,body-health,My grandfather is still strong.,Buvam hali ham kuchli.,,weak
clothes,noun,A1,kiyimlar,одежда,Things that you wear like shirts.,kləʊðz,1500,clothes,She buys new clothes for Navruz.,U Navro'zga yangi kiyimlar oladi.,,
coat,noun,A1,palto,пальто,A warm thing you wear outside in winter.,kəʊt,2300,clothes,Wear your coat because it is cold.,Sovuq bo'lgani uchun paltongizni kiying.,,
dress,noun,A1,ko'ylak (ayollar),платье,A piece of clothes for women or girls.,dres,2000,clothes,Her new dress is beautiful.,Uning yangi ko'ylagi chiroyli.,,
hat,noun,A1,shlyapa,шляпа,A thing you wear on your head.,hæt,2500,clothes,He wears a hat in the sun.,U quyoshda shlyapa kiyadi.,,
jacket,noun,A1,kurtka,куртка,A short coat.,ˈdʒækɪt,2400,clothes,Take your jacket in the evening.,Kechqurun kurtkangizni oling.,,
shirt,noun,A1,ko'ylak (erkaklar),рубашка,A piece of clothes for the top of the body.,ʃɜːt,2100,clothes,My father wears a white shirt to work.,Otam ishga oq ko'ylak kiyadi.,,
shoe,noun,A1,tufli,туфля,A thing you wear on your foot.,ʃuː,1800,clothes,These shoes are very comfortable.,Bu tuflilar juda qulay.,,
sock,noun,A1,paypoq,носок,A soft thing you wear inside your shoe.,sɒk,3000,clothes,Wear warm socks in winter.,Qishda issiq paypoq kiying.,,
trousers,noun,A1,shim,брюки,Clothes for your legs.,ˈtraʊzəz,2600,clothes,His trousers are black.,Uning shimi qora.,pants,
T-shirt,noun,A1,futbolka,футболка,A soft shirt with short arms.,ˈtiːʃɜːt,2700,clothes,I wear a T-shirt in summer.,Yozda futbolka kiyaman.,,
wear,verb,A1,kiymoq,носить,To have clothes on your body.,weə,1100,clothes,Students wear a uniform at school.,O'quvchilar maktabda forma kiyadi.,,
afternoon,noun,A1,tushdan keyin,после полудня,The time between morning and evening.,ˌɑːftəˈnuːn,1600,time,We play football in the afternoon.,Tushdan keyin futbol o'ynaymiz.,,morning
always,adverb,A1,doim,всегда,Every time.,ˈɔːlweɪz,500,time,She always helps her mother.,U doim onasiga yordam beradi.,,never
day,noun,A1,kun,день,Twenty-four hours.,deɪ,200,time,Monday is the first day of the week.,Dushanba haftaning birinchi kuni.,,night
evening,noun,A1,kechqurun,вечер,The time before night.,ˈiːvnɪŋ,1300,time,We drink tea in the evening.,Kechqurun choy ichamiz.,,morning
hour,noun,A1,soat (60 daqiqa),час,Sixty minutes.,aʊə,800,time,The lesson is one hour long.,Dars bir soat davom etadi.,,
late,adjective,A1,kech,поздний,After the right time.,leɪt,1200,time,Do not be late for school.,Maktabga kechikmang.,,early
early,adjective,A1,erta,ранний,Before the right time.,ˈɜːli,1100,time,I wake up early every day.,Har kuni erta uyg'onaman.,,late
minute,noun,A1,daqiqa,минута,Sixty seconds.,ˈmɪnɪt,900,time,Wait five minutes please.,Iltimos besh daqiqa kuting.,,
month,noun,A1,oy (30 kun),месяц,About thirty days like January.,mʌnθ,700,time,There are twelve months in a year.,Bir yilda o'n ikki oy bor.,,
morning,noun,A1,ertalab,утро,The first part of the day.,ˈmɔːnɪŋ,1000,time,I do exercises in the morning.,Ertalab badantarbiya qilaman.,,evening
never,adverb,A1,hech qachon,никогда,Not at any time.,ˈnevə,600,time,He never eats fast food.,U hech qachon tez tayyor ovqat yemaydi.,,always
night,noun,A1,tun,ночь,The dark time when people sleep.,naɪt,650,time,Stars shine at night.,Yulduzlar tunda porlaydi.,,day
now,adverb,A1,hozir,сейчас,At this time.,naʊ,150,time,I am busy now.,Hozir bandman.,,
often,adverb,A1,tez-tez,часто,Many times.,ˈɒfən,850,time,We often visit our grandmother.,Biz buvimiznikiga tez-tez boramiz.,,never
sometimes,adverb,A1,ba'zan,иногда,Not always but at some times.,ˈsʌmtaɪmz,950,time,Sometimes we watch films together.,Ba'zan birga kino ko'ramiz.,,
today,adverb,A1,bugun,сегодня,On this day.,təˈdeɪ,550,time,Today is a beautiful day.,Bugun go'zal kun.,,
tomorrow,adverb,A1,ertaga,завтра,On the day after today.,təˈmɒrəʊ,1050,time,We have an English test tomorrow.,Ertaga ingliz tilidan test bor.,,yesterday
week,noun,A1,hafta,неделя,Seven days together.,wiːk,600,time,I do sport three times a week.,Haftasiga uch marta sport bilan shug'ullanaman.,,
year,noun,A1,yil,год,Twelve months.,jɪə,300,time,My sister is seven years old.,Singlim yetti yoshda.,,
yesterday,adverb,A1,kecha,вчера,On the day before today.,ˈjestədeɪ,1150,time,Yesterday we cooked plov.,Kecha palov pishirdik.,,tomorrow
time,noun,A1,vaqt,время,Minutes and hours and days.,taɪm,100,time,What time is it now?,Hozir soat necha?,,
beautiful,adjective,A1,go'zal,красивый,Very nice to look at.,ˈbjuːtɪfəl,1000,describing,Samarkand is a beautiful city.,Samarqand go'zal shahar.,pretty,ugly
good,adjective,A1,yaxshi,хороший,Of high quality or nice.,ɡʊd,90,describing,She is a good doctor.,U yaxshi shifokor.,,bad
bad,adjective,A1,yomon,плохой,Not good.,bæd,400,describing,The weather is bad today.,Bugun ob-havo yomon.,,good
new,adjective,A1,yangi,новый,Made a short time ago.,njuː,180,describing,I have a new phone.,Yangi telefonim bor.,,old
old,adjective,A1,eski (qari),старый,Made or born a long time ago.,əʊld,250,describing,This is a very old building.,Bu juda eski bino.,,new
young,adjective,A1,yosh,молодой,Not old.,jʌŋ,800,describing,The young man helps his neighbors.,Yosh yigit qo'shnilariga yordam beradi.,,old
big,adjective,A1,katta,большой,Large in size.,bɪɡ,300,describing,They live in a big house.,Ular katta uyda yashaydi.,large,small
small,adjective,A1,kichkina,маленький,Little in size.,smɔːl,350,describing,A small cat sits at the door.,Kichkina mushuk eshik oldida o'tiribdi.,little,big
long,adjective,A1,uzun,длинный,Not short in size or time.,lɒŋ,450,describing,The Amu Darya is a long river.,Amudaryo uzun daryo.,,short
short,adjective,A1,qisqa (kalta),короткий,Not long.,ʃɔːt,900,describing,Write a short answer.,Qisqa javob yozing.,,long
fast,adjective,A1,tez,быстрый,Moving quickly.,fɑːst,1100,describing,The Afrosiyob train is very fast.,Afrosiyob poyezdi juda tez.,quick,slow
slow,adjective,A1,sekin,медленный,Not fast.,sləʊ,1500,describing,The old bus is slow.,Eski avtobus sekin yuradi.,,fast
easy,adjective,A1,oson,лёгкий,Not difficult to do.,ˈiːzi,950,describing,This exercise is easy.,Bu mashq oson.,simple,difficult
difficult,adjective,A1,qiyin,трудный,Not easy to do.,ˈdɪfɪkəlt,1050,describing,The test was difficult.,Test qiyin edi.,hard,easy
expensive,adjective,A1,qimmat,дорогой,Costing a lot of money.,ɪkˈspensɪv,1700,describing,This phone is too expensive.,Bu telefon juda qimmat.,,cheap
cheap,adjective,A1,arzon,дешёвый,Costing little money.,tʃiːp,1900,describing,Vegetables are cheap at the bazaar.,Bozorda sabzavotlar arzon.,,expensive
red,adjective,A1,qizil,красный,The color of blood and tomatoes.,red,1200,describing,She has a red dress.,Uning qizil ko'ylagi bor.,,
blue,adjective,A1,ko'k,синий,The color of the sky.,bluː,1300,describing,The sky is blue today.,Bugun osmon ko'm-ko'k.,,
green,adjective,A1,yashil,зелёный,The color of grass.,ɡriːn,1400,describing,Green tea is popular in Uzbekistan.,Ko'k choy O'zbekistonda mashhur.,,
black,adjective,A1,qora,чёрный,The color of night.,blæk,1000,describing,He wears black shoes.,U qora tufli kiyadi.,,white
white,adjective,A1,oq,белый,The color of snow and milk.,waɪt,1100,describing,The walls are white.,Devorlar oq rangda.,,black
yellow,adjective,A1,sariq,жёлтый,The color of the sun and lemons.,ˈjeləʊ,1800,describing,The leaves are yellow in autumn.,Kuzda barglar sariq bo'ladi.,,
happy,adjective,A1,baxtli (xursand),счастливый,Feeling very good.,ˈhæpi,700,feelings,I am happy to see you.,Sizni ko'rganimdan xursandman.,glad,sad
sad,adjective,A1,xafa,грустный,Feeling not happy.,sæd,1300,feelings,The film has a sad ending.,Filmning oxiri g'amgin.,,happy
angry,adjective,A1,jahli chiqqan,злой,Feeling very strong and not happy.,ˈæŋɡri,1600,feelings,The teacher is angry about the noise.,O'qituvchi shovqindan jahli chiqdi.,,calm
afraid,adjective,A1,qo'rqqan,испуганный,Feeling fear.,əˈfreɪd,1500,feelings,The child is afraid of dogs.,Bola itlardan qo'rqadi.,scared,brave
love,verb,A1,sevmoq,любить,To like someone or something very much.,lʌv,350,feelings,I love my country.,Men vatanimni sevaman.,,hate
like,verb,A1,yoqtirmoq,нравиться,To feel that something is nice.,laɪk,120,feelings,Do you like green tea?,Ko'k choyni yoqtirasizmi?,enjoy,hate
laugh,verb,A1,kulmoq,смеяться,To make sounds when something is funny.,lɑːf,1700,feelings,The children laugh at the cartoon.,Bolalar multfilmga kulishyapti.,,cry
cry,verb,A1,yig'lamoq,плакать,To have water come from your eyes.,kraɪ,1800,feelings,The baby cries at night.,Chaqaloq kechasi yig'laydi.,,laugh
smile,verb,A1,jilmaymoq,улыбаться,To make your mouth show you are happy.,smaɪl,1400,feelings,She smiles at everyone.,U hammaga jilmayadi.,,
feel,verb,A1,his qilmoq,чувствовать,To have a feeling inside.,fiːl,400,feelings,I feel tired today.,Bugun o'zimni charchagan his qilyapman.,,
buy,verb,A1,sotib olmoq,покупать,To get something by paying money.,baɪ,700,actions,We buy fruit at the bazaar.,Biz mevani bozordan sotib olamiz.,,sell
sell,verb,A1,sotmoq,продавать,To give something for money.,sel,1000,actions,Farmers sell melons in summer.,Fermerlar yozda qovun sotadi.,,buy
call,verb,A1,qo'ng'iroq qilmoq,звонить,To speak with someone by phone.,kɔːl,600,actions,Call me in the evening.,Kechqurun menga qo'ng'iroq qiling.,phone,
close,verb,A1,yopmoq,закрывать,To shut something like a door.,kləʊz,1100,actions,Close your books please.,Iltimos kitoblaringizni yoping.,shut,open
open,verb,A1,ochmoq,открывать,To make something not closed.,ˈəʊpən,800,actions,Open the window please.,Iltimos derazani oching.,,close
come,verb,A1,kelmoq,приходить,To move to this place.,kʌm,100,actions,Come to my birthday party.,Tug'ilgan kunimga keling.,,go
dance,verb,A1,raqsga tushmoq,танцевать,To move your body to music.,dɑːns,1900,actions,People dance at weddings.,To'ylarda odamlar raqsga tushadi.,,
do,verb,A1,qilmoq,делать,To make an action.,duː,20,actions,I do my homework every day.,Har kuni uy vazifamni qilaman.,,
find,verb,A1,topmoq,находить,To see something after looking for it.,faɪnd,300,actions,I cannot find my pen.,Ruchkamni topa olmayapman.,,lose
finish,verb,A1,tugatmoq,заканчивать,To end something.,ˈfɪnɪʃ,1200,actions,Finish your work before six.,Ishingizni oltigacha tugating.,end,start
get,verb,A1,olmoq,получать,To receive or take something.,ɡet,60,actions,I get good marks in English.,Ingliz tilidan yaxshi baho olaman.,receive,
give,verb,A1,bermoq,давать,To put something in another person's hand.,ɡɪv,150,actions,Give me the salt please.,Iltimos menga tuzni bering.,,take
have,verb,A1,ega bo'lmoq,иметь,To own something.,hæv,10,actions,I have two brothers.,Mening ikkita ukam bor.,,
help,verb,A1,yordam bermoq,помогать,To do something good for someone.,help,450,actions,Children help their parents.,Bolalar ota-onasiga yordam beradi.,,
know,verb,A1,bilmoq,знать,To have information in your head.,nəʊ,80,actions,I know the answer.,Men javobni bilaman.,,
look,verb,A1,qaramoq,смотреть,To use your eyes to see.,lʊk,200,actions,Look at the board please.,Iltimos doskaga qarang.,watch,
make,verb,A1,yasamoq,делать (создавать),To create something.,meɪk,70,actions,My mother makes tasty somsa.,Onam mazali somsa tayyorlaydi.,create,
need,verb,A1,kerak bo'lmoq,нуждаться,To must have something.,niːd,250,actions,Plants need water and sun.,O'simliklarga suv va quyosh kerak.,,
play,verb,A1,o'ynamoq,играть,To do something fun like a game.,pleɪ,500,actions,Boys play football after school.,O'g'il bolalar maktabdan keyin futbol o'ynaydi.,,
put,verb,A1,qo'ymoq,класть,To move something to a place.,pʊt,350,actions,Put the books on the desk.,Kitoblarni partaga qo'ying.,place,
run,verb,A1,yugurmoq,бегать,To move very fast on your feet.,rʌn,900,actions,I run in the park every morning.,Har kuni ertalab bog'da yuguraman.,,walk
say,verb,A1,aytmoq,сказать,To speak words.,seɪ,40,actions,Say your name please.,Iltimos ismingizni ayting.,tell,
see,verb,A1,ko'rmoq,видеть,To use your eyes.,siː,110,actions,I see the mountains from my window.,Derazamdan tog'larni ko'raman.,look,
sing,verb,A1,qo'shiq aytmoq,петь,To make music with your voice.,sɪŋ,1600,actions,She sings beautiful songs.,U chiroyli qo'shiqlar aytadi.,,
sit,verb,A1,o'tirmoq,сидеть,To rest on a chair.,sɪt,750,actions,Please sit down.,Iltimos o'tiring.,,stand
sleep,verb,A1,uxlamoq,спать,To rest with closed eyes at night.,sliːp,850,actions,Children sleep ten hours.,Bolalar o'n soat uxlaydi.,,
speak,verb,A1,gapirmoq,говорить,To say words to someone.,spiːk,550,actions,Do you speak English?,Ingliz tilida gaplashasizmi?,talk,
stand,verb,A1,turmoq (tik),стоять,To be on your feet.,stænd,950,actions,Students stand when the teacher comes.,O'qituvchi kelganda o'quvchilar o'rnidan turadi.,,sit
start,verb,A1,boshlamoq,начинать,To begin something.,stɑːt,650,actions,The film starts at eight.,Kino sakkizda boshlanadi.,begin,finish
swim,verb,A1,suzmoq,плавать,To move in water.,swɪm,2000,actions,We swim in the river in summer.,Yozda daryoda suzamiz.,,
take,verb,A1,olmoq (olib ketmoq),брать,To get something with your hand.,teɪk,130,actions,Take your umbrella today.,Bugun soyaboningizni oling.,,give
talk,verb,A1,suhbatlashmoq,разговаривать,To speak with someone.,tɔːk,700,actions,We talk about films with friends.,Do'stlar bilan kinolar haqida suhbatlashamiz.,speak,
tell,verb,A1,aytib bermoq,рассказывать,To give information by speaking.,tel,320,actions,Grandmother tells us old stories.,Buvim bizga eski ertaklarni aytib beradi.,say,
think,verb,A1,o'ylamoq,думать,To use your mind.,θɪŋk,90,actions,I think English is interesting.,Menimcha ingliz tili qiziqarli.,,
understand,verb,A1,tushunmoq,понимать,To know what something means.,ˌʌndəˈstænd,480,actions,Do you understand this word?,Bu so'zni tushunasizmi?,,
use,verb,A1,ishlatmoq,использовать,To do something with a thing.,juːz,280,actions,We use phones every day.,Biz har kuni telefondan foydalanamiz.,,
want,verb,A1,xohlamoq,хотеть,To wish to have or do something.,wɒnt,170,actions,I want to learn English well.,Ingliz tilini yaxshi o'rganishni xohlayman.,wish,
watch,verb,A1,tomosha qilmoq,смотреть (фильм),To look at something for some time.,wɒtʃ,1000,actions,We watch football on TV.,Televizorda futbol tomosha qilamiz.,look,
bank,noun,A1,bank,банк,A place where people keep money.,bæŋk,1300,places,My father works at a bank.,Otam bankda ishlaydi.,,
cafe,noun,A1,kafe,кафе,A small place where you buy tea and food.,ˈkæfeɪ,2400,places,We sit in a cafe near the park.,Bog' yonidagi kafeda o'tiramiz.,,
cinema,noun,A1,kinoteatr,кинотеатр,A place where you watch films.,ˈsɪnəmə,2500,places,The new film is at the cinema.,Yangi kino kinoteatrda.,,
hospital,noun,A1,kasalxona,больница,A place where doctors help sick people.,ˈhɒspɪtəl,1400,places,The hospital is open all night.,Kasalxona tun bo'yi ochiq.,,
library,noun,A1,kutubxona,библиотека,A place with many books to read.,ˈlaɪbrəri,2200,places,I study at the library.,Kutubxonada dars qilaman.,,
market,noun,A1,bozor,рынок,A place where people buy and sell things.,ˈmɑːkɪt,1200,places,Chorsu is a famous market in Tashkent.,Chorsu Toshkentdagi mashhur bozor.,bazaar,
museum,noun,A1,muzey,музей,A place with old and interesting things.,mjuˈziːəm,2600,places,The museum has very old books.,Muzeyda juda qadimiy kitoblar bor.,,
park,noun,A1,istirohat bog'i,парк,A green place in a city for walking.,pɑːk,1600,places,Children play in the park.,Bolalar bog'da o'ynaydi.,,
restaurant,noun,A1,restoran,ресторан,A place where you pay to eat food.,ˈrestrɒnt,1900,places,This restaurant cooks good plov.,Bu restoranda yaxshi palov pishiradi.,,
shop,noun,A1,do'kon,магазин,A place where you buy things.,ʃɒp,1000,places,The shop opens at nine.,Do'kon to'qqizda ochiladi.,store,
town,noun,A1,shaharcha,городок,A place smaller than a city.,taʊn,800,places,My grandparents live in a small town.,Buvim va buvam kichik shaharchada yashaydi.,,city
village,noun,A1,qishloq,деревня,A very small place in the country.,ˈvɪlɪdʒ,1500,places,The village is quiet and green.,Qishloq tinch va ko'kalamzor.,,city
