headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
reggie,adjective,C1,past sifatli o'rtacha,низкокачественный,"Describing something that is of low, basic, or unremarkable quality.",ˈɹɛdʒi,21284,describing,He complained that the service at the hotel was quite reggie.,U mehmonxonadagi xizmat sifati pastligidan shikoyat qildi.,mediocre poor,premium
backyard,noun,A2,hovli orqa hovli,задний двор,An area of grass or open ground behind a private house.,bækˈjɑːd,21286,home,The children are playing football in the backyard right now.,Bolalar hozir orqa hovlida futbol o'ynashyapti.,garden yard,front yard
chopper,noun,B1,vertolyot,вертолет,An aircraft that flies using large spinning blades on top of it.,ˈtʃɒp.ə,21288,travel,The rescue team arrived quickly at the mountain scene by chopper.,Qutqaruv guruhi tog‘dagi hodisa joyiga vertolyotda tez yetib keldi.,helicopter,
rash,noun,B2,toshma qichima,сыпь,A group of red spots on the skin caused by illness or allergy.,ɹæʃ,21290,body-health,She developed a painful red rash after eating those wild berries.,O‘sha yovvoyi rezavorlarni yeganidan keyin terisida og‘riqli qizil toshma paydo bo‘ldi.,irritation,
despair,noun,B2,umidsizlik noumidlik,отчаяние,The complete feeling that there is no hope at all.,dɪˈspɛə(ɹ),21292,feelings,He looked at the ruins of his house in total despair.,"U uyining vayronalariga qarar ekan, mutlaqo umidsizlikka tushdi.",hopelessness despondency,hope
honorable,adjective,B2,sharafli hurmatli,почетный,Deserving respect and behaving in a way that is morally right.,ˈɒn.ə ɹəbl̩,21294,ielts,It is an honorable duty to serve your country with complete integrity.,O‘z vataniga halol xizmat qilish sharafli burchdir.,noble respectable,contemptible
shiny,adjective,A2,yaltiroq jilokor,блестящий,Reflecting a lot of light and appearing smooth or bright.,ˈʃaɪ.ni,21296,describing,The little boy found a shiny coin on the dirty street.,Kichkina bola iflos ko‘chadan yaltiroq tanga topib oldi.,bright glossy,dull
distress,noun,C1,tashvish azob,бедствие,"A state of extreme pain, worry, sadness, or danger.",dɪˈstɹɛs,21298,feelings,The loud cry for help indicated that the sailor was in distress.,Baland ovozda yordam so‘rash dengizchining xavf ostida qolganidan dalolat berardi.,anguish torment,
tanner,noun,C2,charmgar terini oshlovchi,кожевник,A person whose job is to turn animal skins into leather.,ˈtænɚ,21300,work,The local tanner used natural ingredients to process the animal hides.,Mahalliy charmgar hayvon terilarini ishlash uchun tabiiy vositalardan foydalangan.,,
telegram,noun,C1,telegramma,телеграмма,A message sent over long distances using an electrical telegraph system.,ˈtɛləˌɡɹæm,21302,work,My grandfather received a telegram announcing the birth of his first child.,Bobom birinchi farzandi tug'ilgani haqida telegramma olgan edi.,wire cable,
hallelujah,interjection,C2,hallelujah shukrona,аллилуйя,"An exclamation of great joy, happiness, or praise to God.",ˌhæl.əˈl(j)uː.jə,21304,feelings,Hallelujah! It is finally the weekend and we can rest now.,Hallelujah! Nihoyat hafta oxiri bo'ldi va biz dam olishimiz mumkin.,,
howdy,interjection,B2,salom,привет,An informal way of saying hello to someone.,ˈhaʊdi,21306,basics,"Howdy folks, and welcome to our ninth annual summer party today!","Hammaga salom, to'qqizinchi yillik yozgi bayramimizga xush kelibsiz!",hello hi,goodbye
magician,noun,B1,sehrgar fokuschi,фокусник,A person who performs tricks to entertain people by making things appear or disappear.,məˈd͡ʒɪʃən,21308,people-family,The magician pulled a white rabbit out of his empty hat.,Sehrgar bo'sh shlyapasidan oq quyon chiqarib ko'rsatdi.,illusionist,
dynamite,noun,C1,dinamit,динамит,A powerful explosive substance used for breaking rocks in mining and construction.,ˈdʌɪnəmʌɪt,21310,work,The workers used dynamite to blast through the hard rock tunnel.,Ishchilar qattiq qoyani yorib o'tish uchun dinamitdan foydalanishdi.,explosive,
unpleasant,adjective,A2,yoqimsiz,неприятный,Not friendly or enjoyable; causing feelings of dislike.,ʌnˈplɛzn̩t,21312,describing,It was an unpleasant experience to walk home in the heavy rain.,Qattiq yomg'irda uyga piyoda qaytish juda yoqimsiz bo'ldi.,disagreeable distasteful,pleasant
jealousy,noun,B2,rashk hasad,ревность,A feeling of being unhappy because you want what someone else has.,ˈd͡ʒɛl.ə.si,21314,feelings,He looked at his brother's new car with a feeling of jealousy.,U akasining yangi mashinasiga hasad bilan qaradi.,,
pudding,noun,B1,puding shirinlik,пудинг,"A soft, sweet dessert often served after a main meal.",ˈpʊdɪŋ,21316,food-drink,For dinner tonight we are having a delicious chocolate pudding.,Bugun kechki ovqatga mazali shokoladli puding yeymiz.,dessert,
sadness,noun,A2,g'am qayg'u,грусть,The feeling of being unhappy or sorrowful.,ˈsædnəs,21318,feelings,She could not hide the deep sadness in her eyes today.,U bugun ko'zlaridagi chuqur qayg'uni yashira olmadi.,melancholy sorrow,happiness
scoundrel,noun,C2,tomi ketgan yaramas,негодяй,A dishonest or immoral person who treats other people badly.,ˈskaʊ̯ndɹəl,21320,people-family,That scoundrel cheated all his neighbors out of their hard-earned money.,O'sha yaramas barcha qo'shnilarining halol pulini aldab olib qo'ydi.,villain rascal,
sensible,adjective,B2,aqlli ma'qul,разумный,Showing good judgment and being practical.,ˈsen.sə.bl̩,21322,ielts,It would be sensible to take an umbrella before you leave home.,Uydan chiqishdan oldin soyabon olish oqilona ish bo'lardi.,reasonable practical,foolish
dragging,verb,B1,suyrash tortish,тащить,To pull something heavy along the ground with effort.,ˈdɹæɡɪŋ,21324,actions,The boy was dragging his heavy school bag along the hallway floor.,Bola og'ir maktab sumkasini koridor polida sudrab ketayotgan edi.,pulling hauling,
bribe,verb,C1,pora bermoq,давать взятку,To give money or gifts to someone to make them act in a dishonest way.,bɹaɪb,21326,ielts,The businessman tried to bribe the official to win the big contract.,Tadbirkor katta shartnomani yutib olish uchun amaldorga pora bermoqchi bo'ldi.,corrupt suborn,
interrogation,noun,C1,so'roq,допрос,The act of asking someone a lot of questions in a serious or formal way.,ɪnˌteɹ.əˈɡeɪ.ʃən,21328,ielts,The suspect remained silent throughout the long police interrogation yesterday.,Gumonlanuvchi kecha politsiyaning uzoq davom etgan so'rog'ida sukut saqladi.,questioning inquiry,
haircut,noun,A2,soch turmagi soch oldirish,стрижка,The act of shortening hair or the specific style in which hair is cut.,ˈhɛə(ɹ)kʌt,21330,body-health,You look very different after getting a new haircut this morning.,Bugun ertalab soch oldirganingizdan keyin juda o'zgarib ketibsiz.,hairstyle,
awhile,adverb,B2,bir oz vaqtga,ненадолго,For a short period of time.,əˈwaɪl,21332,time,Could you please stay and help me with this project awhile?,"Iltimos, ozgina qolib, menga shu loyihada yordam bera olasizmi?",briefly temporarily,
deliberately,adverb,B2,atayin qasddan,намеренно,Done in a way that is planned and not by accident.,dɪˈlɪb.(ə.)ɹət.li,21334,ielts,He deliberately left the door open so the cat could get out.,U mushuk chiqib ketsin deb eshikni atayin ochiq qoldirdi.,intentionally purposefully,accidentally
starve,verb,B1,och qolmoq ochlikdan aziyat chekmoq,голодать,To feel very hungry because you have not had enough food.,stɑːv,21336,food-drink,I missed breakfast this morning and I am absolutely starving now.,"Bugun ertalab nonushta qilmagan edim, hozir juda och qoldim.",famish,satiate
maniac,noun,B2,jinnivoy telba,маньяк,A person who acts in a wild or very dangerous way.,ˈmeɪ.niˌæk,21338,people-family,That guy drives like a total maniac on these narrow city streets.,U odam shaharning tor ko'chalarida xuddi jinnivoydek mashina haydaydi.,lunatic,
straw,noun,A2,somon naycha,солома,A thin tube made of plastic or paper used for drinking liquids.,stɹɔː,21340,food-drink,Could I please have an extra straw for my iced coffee?,Muzli qahvam uchun yana bitta naycha bersangiz bo'ladimi?,,
accuse,verb,B2,ayblamoq,обвинять,To say that someone has done something wrong or committed a crime.,əˈkjuːz,21342,ielts,They continue to accuse him of stealing money from the company.,Ular uni kompaniya pullarini o'g'irlashda ayblashda davom etishyapti.,blame charge,defend
glue,noun,B1,yelim,клей,A sticky substance used to join two things together firmly.,ɡluː,21344,home,I used some strong glue to fix my broken plastic toy.,Singan o'yinchoqlarimni tuzatish uchun kuchli yelimdan foydalandim.,adhesive cement,
salesman,noun,A2,sotuvchi,продавец,A man whose job is to sell products in a shop or business.,ˈseɪlzmən,21346,work,The car salesman explained all the features of the new model.,Avtomobil sotuvchisi yangi modelning barcha qulayliklarini tushuntirib berdi.,,
diner,noun,B2,mijoz ovqatlanuvchi,посетитель ресторана,"A person who is eating a meal, usually at a restaurant.",ˈdaɪnə(ɹ),21348,food-drink,The waiter brought the menu to the diner sitting at the table.,Ofitsiant stol o'rnida o'tirgan mijozga menyuni olib keldi.,,
weigh,verb,B1,tortmoq vaznini o'lchamoq,взвешивать,To measure how heavy a person or an object is.,weɪ,21350,actions,You need to weigh the ingredients before you start baking the cake.,Tort pishirishni boshlashdan oldin masalliqlarning og'irligini tortib olishingiz kerak.,measure assess,
cue,noun,B2,ishora belgi,сигнал,A sign or event that tells someone it is time to do something.,ˈkjuː,21352,ielts,The music was the cue for the dancers to enter the stage.,Musiqa raqqoslarning sahnaga chiqishi uchun ishora bo'ldi.,signal prompt,
sketch,noun,B1,eskiz chizma,эскиз,A simple and quick drawing that does not show many details.,ˈskɛt͡ʃ,21354,school,The architect made a quick sketch of the house design.,Me'mor uy loyihasining tezkor eskizini chizdi.,drawing draft,
behold,verb,C1,ko'rmoq nazar solmoq,созерцать,To look at something with great interest or admiration.,bɪˈhəʊld,21356,ielts,We stood on the mountain peak to behold the beautiful sunset.,Biz go'zal quyosh botishini tomosha qilish uchun tog' cho'qqisida turdik.,see observe,
plead,verb,B2,iltijo qilmoq yolvormoq,умолять,To ask for something in a very serious and emotional way.,pliːd,21358,feelings,The child began to plead with his mother for one more toy.,Bola onasidan yana bitta o'yinchoq so'rab yolvora boshladi.,beg appeal,
wig,noun,B1,parik suniy soch,парик,An artificial covering of hair worn on the head for fashion or to hide baldness.,wɪɡ,21360,clothes,She decided to wear a blonde wig for the costume party tonight.,U kostyumlar bazmi uchun sariq parik taqishga qaror qildi.,hairpiece toupee,
scissors,noun,A1,qaychi,ножницы,"A hand-held tool with two sharp blades used for cutting paper, cloth, or hair.",ˈsɪzəz,21362,home,Please hand me the scissors so I can cut this piece paper.,Iltimos shu qog'ozni kesib olishim uchun qaychini uzatib yuboring.,shears,
mentally,adverb,B2,aqlan xayolan,умственно,Relating to the processes that happen inside your brain or mind.,ˈmɛntəli,21364,body-health,He prepared himself mentally for the difficult exam he had to take.,U bo'lajak qiyin imtihonga o'zini xayolan tayyorlab qo'ydi.,psychologically,physically
flee,verb,B2,qochib qutulmoq yashirinmoq,убегать,To run away from a place or situation of danger.,ˈfliː,21366,actions,Many people had to flee their homes because of the terrible war.,Ko'p odamlar dahshatli urush sababli o'z uylarini tashlab qochishga majbur bo'ldi.,escape,stay
gangster,noun,B2,jinoiy guruh a'zosi jinoyatchi,гангстер,A member of a group of criminals who work together to commit crimes.,ˈɡæŋ.stəː,21368,ielts,The famous gangster was finally caught by the police after many years.,Mashhur jinoyatchi ko'p yillardan so'ng nihoyat politsiya tomonidan qo'lga olindi.,criminal bandit,
altogether,adverb,B2,butunlay umuman,вполне,"Completely, totally, or considering everything that has happened or been said.",ɔːl.tʊˈɡɛð.ə(ɹ),21370,ielts,"Altogether, it was a very successful meeting for the entire team today.","Umuman olganda, bugungi yig'ilish butun jamoa uchun juda muvaffaqiyatli o'tdi.",entirely totally,
briefcase,noun,B1,portfel,портфель,A flat case used for carrying business papers and documents.,ˈbɹiːfˌkeɪs,21372,work,He took his important documents out of his leather briefcase.,U muhim hujjatlarini charm portfelidan chiqardi.,attache,
buzzer,noun,B2,qo‘ng‘iroq signal,зуммер,An electrical device that makes a loud buzzing sound to give a signal.,ˈbʌzə,21374,home,"If you think you know the answer, hit the buzzer quickly.","Agar javobni bilsangiz, tezroq signal tugmasini bosing.",alarm,
quitting,verb,B1,tashlash voz kechish,увольнение прекращение,"The act of stopping an activity, habit, or leaving a job.",ˈkwɪtɪŋ,21376,actions,Quitting smoking is the best thing you can do for health.,Chekishni tashlash sog‘lig‘ingiz uchun qila oladigan eng yaxshi narsadir.,stopping ending,starting
puppet,noun,B2,qo‘g‘irchoq,марионетка,A small model of a person moved by strings or a hand.,ˈpʌpɪt,21378,actions,The children laughed as the puppet danced on the stage.,Bolalar qo‘g‘irchoq sahnada raqsga tushayotganda kulishdi.,marionette,
pancakes,noun,A2,blinchik quymoq,блины,"A thin, round, flat cake made from flour, milk, and eggs.",ˈpænkeɪks,21380,food-drink,We usually eat hot pancakes with honey for our Sunday breakfast.,Biz odatda yakshanba nonushtasiga asal bilan issiq blinchiklar yeymiz.,crepes,
corridor,noun,A2,yo‘lak koridor,коридор,A long narrow passage in a building with doors leading to rooms.,ˈkɒɹɪdɔː,21382,home,Our office is located at the end of the long corridor.,Bizning ofisimiz uzun yo‘lakning oxirida joylashgan.,hallway passage,
embarrass,verb,B2,xijolat qilmoq uyaltirmoq,смущать,"To make someone feel ashamed, uncomfortable, or nervous in front of others.",ɪmˈbæɹəs,21384,feelings,His loud jokes in public often embarrassed his young daughter.,Uning omma oldidagi baland ovozli hazillari qizini ko‘pincha uyaltirardi.,humiliate shame,comfort
barks,verb,A2,vovullaydi huradi,лает,"The sharp, loud sound made by a dog when it is excited or angry.",bɑːks,21386,animals,The small dog barks loudly whenever someone walks past the front gate.,Kichkina it darvozadan o'tayotgan odamlarga qarab baland ovozda huradi.,yaps howls,
mafia,noun,B2,jinoiy guruh mafia,мафия,A secret criminal organization involved in illegal activities like selling drugs or extortion.,ˈmɑfi.ə,21388,ielts,The police are working hard to stop the local mafia from operating.,Politsiya mahalliy jinoiy guruh faoliyatini to‘xtatish uchun qattiq ishlamoqda.,syndicate cartel,
kiddo,noun,B1,bola bolakay,малыш,A friendly or informal way to address a child or a younger friend.,ˈkɪdoʊ,21390,people-family,"Don't worry about it, kiddo, everything is going to be just fine.","Xavotir olma, bolakay, hammasi yaxshi bo‘ladi.",child youngster,
heartbeat,noun,B1,yurak urishi,биение сердца,The rhythmic contraction and expansion of the heart that pumps blood through the body.,ˈhɑːtˌbiːt,21392,body-health,"If your heartbeat does not normalize soon, you should consult a doctor.","Agar yurak urishingiz tez orada me'yorga kelmasa, shifokorga murojaat qilishingiz kerak.",pulse,
cigar,noun,B2,sigara,сигара,A tube of rolled tobacco leaves that is lit at one end and smoked.,sɪˈɡɑː(ɹ),21394,food-drink,He sat back in his chair and enjoyed smoking a premium cigar.,"U stuliga o‘tirib, sifatli sigara chekishdan huzurlandi.",stogie,
noodles,noun,A1,kesma ugra,лапша,"A food made from dough that is shaped into long, thin strips and boiled.",ˈnuːd(ə)lz,21396,food-drink,We had a delicious bowl of hot chicken noodles for dinner tonight.,Bugun kechki ovqatga mazali tovuqli ugra sho‘rva ichdik.,pasta,
resign,verb,B2,ishdan bo'shash iste'fo berish,увольняться,To voluntarily leave a job or position permanently.,ɹɪˈzaɪn,21398,work,The manager decided to resign after working there for twenty years.,Menejer yigirma yil ishlaganidan so'ng iste'fo berishga qaror qildi.,vacate,
seize,verb,C1,tutib olmoq egallab olmoq,захватывать,"To take hold of something suddenly, by force or quickly.",siːz,21400,ielts,You should seize every opportunity to practice your English skills daily.,Ingliz tili ko'nikmalaringizni har kuni mashq qilish uchun har qanday imkoniyatdan foydalanishingiz kerak.,grasp grip,
iris,noun,B2,kamalak parda,радужная оболочка,The colored circular part of the eye around the black pupil.,ˈaɪ.ɹɪs,21402,body-health,Her iris was a very bright shade of green and gold.,Uning ko'zining kamalak pardasi yorqin yashil va tillarang tusda edi.,,
crow,noun,B1,qarg'a,ворона,A large bird with black feathers and a harsh croaking sound.,kɹəʊ,21404,nature,A black crow sat on the branch and looked at us.,Qora qarg'a shoxga qo'nib bizga qarab turdi.,,
straighten,verb,B1,tekislamoq to'g'rilamoq,выпрямлять,"To make something not bent, twisted, or curly anymore.",ˈstɹeɪtn̩,21406,actions,She stood up to straighten her clothes before the important meeting.,U muhim majlisdan oldin kiyimlarini to'g'rilash uchun o'rnidan turdi.,,bend
sting,verb,B1,chaqmoq sanchilmoq,жалить,"To cause sudden pain with a sharp point, like an insect.",ˈstɪŋ,21408,nature,Be careful not to let the bee sting you on the hand.,"Asalarini qo'lingdan chaqib olishiga yo'l qo'yma, ehtiyot bo'l.",,
coroner,noun,C1,sud tibbiyoti eksperti,судебно-медицинский эксперт,A public official who investigates the cause of death when it is sudden or unusual.,ˈkɒ.ɹə.nə(ɹ),21410,work,The coroner examined the body to determine why the man died suddenly.,Sud tibbiyoti eksperti o'lim sababini aniqlash uchun murdani ko'zdan kechirdi.,pathologist,
attic,noun,B1,chordoq,чердак,"The space just below the roof of a house, often used to store old things.",ˈætɪk,21412,home,We climbed into the dusty attic to look for our old family photos.,Eski oilaviy rasmlarimizni izlash uchun chang bosgan chordoqqa chiqdik.,loft,
sentimental,adjective,B2,hissiyotga beriluvchan ta'sirchan,сентиментальный,"Easily affected by emotions such as sadness, love, or nostalgia rather than by logic.",ˌsɛntiˈmɛntl̩,21414,describing,She keeps all her old letters because she is a very sentimental person.,U juda ta'sirchan inson bo'lgani uchun barcha eski xatlarini saqlab qo'ygan.,emotional nostalgic,practical
feds,noun,B2,politsiya xavfsizlik xizmati,федералы,Federal law enforcement officers or agents representing the national government.,fɛdz,21416,places,The feds arrived at the building to investigate the serious crime.,Politsiya og'ir jinoyatni tergov qilish uchun binoga yetib keldi.,police agents,
plea,noun,C1,iltimos yolvorish,просьба,"An urgent or emotional request for help, mercy, or support.",pliː,21418,ielts,The charity made a public plea for donations after the earthquake.,Xayriya tashkiloti zilziladan so'ng yordam so'rab murojaat qildi.,appeal request,
vengeance,noun,C2,o'ch qasos,месть,The act of harming someone because they did something bad to you.,ˈvɛnˌd͡ʒəns,21420,ielts,He swore to take vengeance on those who betrayed his trust.,U o'z ishonchini suiiste'mol qilganlardan qasos olishga qasam ichdi.,revenge retribution,forgiveness
corrupt,adjective,C1,korrupsiyalashgan poraxo'r,коррумпированный,Willing to use illegal or dishonest methods for personal gain or money.,kəˈɹʌpt,21422,ielts,"The government here is corrupt, so we'll emigrate to escape them.","Bu yerdagi hukumat korrupsiyalashgan, shuning uchun biz qochib ketamiz.",dishonest crooked,honest
whining,noun,B2,ingillash noliw,нытьё,The act of complaining in an annoying and high-pitched voice.,ˈwaɪnɪŋ,21424,feelings,Stop your whining and get back to your work right now.,"Noliwni bas qilib, darhol ishingga qayt.",complaining grumbling,
immortal,adjective,C1,o'lmas boqiy,бессмертный,Something or someone that lives forever and will never die.,ɪˈmɔɹtəl,21426,ielts,Many ancient legends talk about people who are said to be immortal.,Ko'plab qadimiy afsonalarda o'lmas odamlar haqida so'z boradi.,eternal undying,mortal
desperately,adverb,B2,chora-sizlarcha o'ta,отчаянно,Used to emphasize that someone has a very strong need for something.,ˈdɛsp(ə)ɹətli,21428,describing,I could desperately do with some cold coffee right now.,Hozir menga juda ham sovuq qahva kerak bo'lib turibdi.,extremely badly,
alcoholic,noun,B2,alkogolik aroqxo'r,алкоголик,A person who is addicted to drinking large amounts of alcohol.,ˌæl.kəˈhɒl.ɪk,21430,body-health,He has been a recovering alcoholic for the last five years.,U besh yildan beri ichkilikdan butunlay voz kechgan.,drunkard,
addict,noun,B2,qaram odam giyohvand,наркоман,A person who cannot stop doing something or using a harmful substance.,ˈæd.ɪkt,21432,body-health,The drug addict finally decided to seek help for his serious problem.,Giyohvand odam oxiri o'zining jiddiy muammosi uchun yordam so'rashga qaror qildi.,dependent,
delightful,adjective,B1,yoqimli xushnud,восхитительный,Very pleasant and causing a lot of happiness.,dəˈlaɪt.fl̩,21434,describing,We had a delightful evening talking with our friends in the garden.,"Bog'da do'stlarimiz bilan suhbatlashib, juda yoqimli oqshom o'tkazdik.",charming pleasant,unpleasant
peg,noun,B2,ilgak ilmoq,крючок,A small hook on a wall used for hanging clothes or bags.,ˈpɛɡ,21436,home,Please hang your heavy winter coat on the wooden peg by door.,"Iltimos, qalin qishki paltongizni eshik yonidagi ilgakka ilib qo'ying.",hook pin,
emotionally,adverb,B2,hissiyot bilan hissiy jihatdan,эмоционально,In a way that relates to your feelings and emotions.,ɪˈməʊʃənəli,21438,feelings,He spoke emotionally about the time he spent living away from home.,U uydan uzoqda yashagan davrlari haqida hissiyotga berilib gapirib berdi.,,
accountant,noun,B1,hisobchi buxgalter,бухгалтер,A person whose job is to keep and check financial accounts.,əˈkaʊn.tənt,21440,work,The company hired an accountant to manage all of their yearly taxes.,Kompaniya yillik soliqlarini boshqarish uchun hisobchi yolladi.,bookkeeper,
amusing,adjective,B1,qiziqarli kulgili,забавный,Funny and entertaining; causing you to smile or laugh.,əˈmjuːzɪŋ,21442,describing,The children found the clown's performance to be extremely amusing and fun.,Bolalar masxarabozning chiqishini juda qiziqarli va quvnoq deb bilishdi.,funny entertaining,boring
ignorant,adjective,B2,bilimsiz savodsiz,невежественный,Lacking knowledge or education about important things or a specific subject.,ˈɪɡ.nə.ɹənt,21444,ielts,It is dangerous to remain ignorant about the laws of the country.,Mamlakat qonunlari haqida bilimsiz qolish xavfli.,uneducated uninformed,knowledgeable
rum,noun,B2,rom,ром,A strong alcoholic drink made from sugar cane or molasses.,ɹʌm,21446,food-drink,He mixed a little rum into the cocktail for better flavor.,U ta'mini yaxshilash uchun kokteylga ozgina rom qo'shdi.,spirit alcohol,
wheelchair,noun,A2,nogironlar aravachasi,инвалидная коляска,A chair with wheels used by people who cannot walk to move around.,ˈwiːlt͡ʃɛə(ɹ),21448,body-health,The building has a ramp specifically for people in a wheelchair.,Binoda nogironlar aravachasidagi kishilar uchun maxsus yo'lak bor.,chair,
underwater,adjective,B1,suvosti suv ostidagi,подводный,"Existing, happening, or used below the surface of the water.",ʌndə(ɹ)ˈwɔːtə,21450,nature,Divers took photos of the beautiful underwater world in the ocean.,G'avvoslar okeandagi go'zal suvosti dunyosini suratga olishdi.,submerged sunken,above water
whisper,verb,B1,pichirlamoq shivirlamoq,шептать,To speak very quietly so that other people cannot hear what you are saying.,ˈ(h)wɪspə,21452,actions,She leaned over to whisper a secret in my ear during class.,U dars paytida qulog'imga sirni pichirlab aytish uchun egildi.,breathe,shout
pinky,noun,B1,kichkina barmoq jimjir,мизинец,The smallest finger on your hand.,ˈpɪŋki,21454,body-health,She wore a small silver ring on her pinky finger.,U jimjir barmog'iga kichkina kumush uzuk taqib yurardi.,,
explosive,adjective,B2,portlovchi,взрывной,Able or likely to cause a violent explosion.,ɪkˈspləʊsɪv,21456,ielts,The police found an explosive device hidden inside the old brown bag.,Politsiya eski jigarrang sumka ichiga yashirilgan portlovchi moslamani topdi.,volatile unstable,safe
rogue,noun,C1,firibgar qallob,мошенник,A person who behaves badly or is dishonest for their own gain.,ˈɹəʊ̯ɡ,21458,ielts,The rogue trader lost all the company's money in one bad deal.,Firibgar savdogar kompaniyaning barcha pulini yomon bitim tufayli yo‘qotdi.,rascal scoundrel,
shutter,noun,B2,deraza qopqog‘i panjur,ставня,A wooden or metal cover on the outside of a window.,ˈʃʌtəː,21460,home,We closed the wooden shutters to keep the storm wind out.,Bo‘ronli shamolni ichkariga kiritmaslik uchun yog‘och panjurlarni yopib qo‘ydik.,blind screen,
erase,verb,B1,o‘chirmoq,стирать,To remove something that has been written or recorded.,ɪˈɹeɪs,21462,actions,I need to erase these notes from the whiteboard after the meeting.,Majlisdan keyin doskadagi bu yozuvlarni o‘chirib tashlashim kerak.,delete remove,write
vet,verb,C1,tekshirmoq ko‘rib chiqmoq,проверять,To check something carefully to see if it is acceptable or safe.,vɛt,21464,work,The government will vet every candidate before offering them a job.,Hukumat ish taklif qilishdan oldin har bir nomzodni sinchiklab tekshiradi.,examine inspect,
lobster,noun,B2,omar dengiz qisqichbaqasi,омар,"A large sea animal with a hard shell and two large claws, eaten as food.",ˈlɒb.stə,21466,food-drink,We enjoyed a delicious dinner of fresh grilled lobster by the beach.,Biz sohil bo'yida mazali panjarada pishirilgan omar bilan kechki ovqatlandik.,,
ambitious,adjective,B2,intiluvchan g'ayratli,амбициозный,"Having a strong desire to succeed, achieve wealth, or gain high status.",æmˈbɪʃ.əs,21468,ielts,She is an ambitious student who wants to become a successful doctor.,U muvaffaqiyatli shifokor bo'lishni xohlaydigan intiluvchan talaba.,aspiring,
tick,noun,B2,soat chiqillashi,тик,"The short, sharp, regular sound made by a clock as it works.",tɪk,21470,time,The steady tick of the clock provided a comforting background for the room.,Soatning bir maromdagi chiqillashi xonaga osoyishtalik baxsh etardi.,,
rival,noun,B2,raqib bellashuvchi,соперник,"A person, team, or company that competes with others for the same goal.",ˈɹaɪvəl,21472,ielts,Chris is my biggest rival in the local tennis tournament this year.,Kris bu yilgi mahalliy tennis turnirida mening eng katta raqibimdir.,competitor opponent,ally
fiancé,noun,B2,kuyovnavkar kuyov,жених,A man who is engaged to be married to a specific woman.,fiˈɑnseɪ,21474,people-family,She went to pick up her fiancé from the airport this evening.,U kechqurun aeroportdan kuyovini kutib olish uchun ketdi.,,
wander,verb,B2,kezmoq sayr qilmoq,бродить,To walk slowly around an area without having a clear purpose or direction.,ˈwɒndə,21476,actions,We decided to wander through the old town to see the sights.,Biz diqqatga sazovor joylarni ko'rish uchun eski shahar bo'ylab kezishga qaror qildik.,roam,
napoleon,noun,C1,hukmronlik qiluvchi zolim,наполеон,A powerful person who controls others through ruthless actions and superior skill.,nəˈpəʊlɪən,21478,ielts,The manager acts like a little napoleon over his terrified employees.,Menejer o'z qo'l ostidagi xodimlarga nisbatan shafqatsiz hukmdordek munosabatda bo'ladi.,tyrant dictator,
whisky,noun,B2,viski,виски,A strong alcoholic drink made from fermented grains like barley or rye.,ˈwɪski,21480,food-drink,He poured a glass of whisky to relax after his long day.,U uzun ish kunidan so'ng dam olish uchun bir stakan viski quydi.,whiskey scotch,
humiliated,adjective,B2,sharmanda bo'lgan xor qilingan,униженный,Feeling ashamed and having lost your dignity in front of other people.,hjuːˈmɪlieɪtɪd,21482,feelings,She felt deeply humiliated after her boss criticized her in public.,Boshlig'i uni hamma oldida tanqid qilganidan keyin u o'zini juda qattiq xorlangandek his qildi.,ashamed embarrassed,proud
fiancée,noun,B2,kuyovbop kelin unashtirilgan qiz,невеста,A woman who has promised to marry someone.,fiˈɒ̃.seɪ,21484,people-family,He went to pick up his fiancée from the train station yesterday.,U kecha o'zining kelinini poyezd stansiyasidan kutib olgani bordi.,bride-to-be,
hissing,noun,B2,shillash sasi vishillash,шипение,"A long, sharp sound similar to the sound a snake makes.",ˈhɪsɪŋ,21486,nature,We heard a loud hissing coming from the leaking gas pipe.,Biz gaz quvuridagi sizishdan kelayotgan baland vishillash ovozini eshitdik.,hiss wheeze,
granddaughter,noun,A1,nevara qiz,внучка,The daughter of your son or daughter.,ˈɡrændˌdɔːtə,21488,people-family,My granddaughter is coming to visit me for the summer holidays.,Nevaram yozgi ta'til uchun meni ko'rgani kelyapti.,,
sniffing,verb,B1,hidlash hidlab ko'rish,нюханье,To breathe in through the nose to smell something or because of a cold.,ˈsnɪfɪŋ,21490,body-health,The dog was sniffing around the garden looking for a hidden bone.,It keti yashiringan suyakni izlab bog' bo'ylab hidlab yuribdi.,smelling,
obliged,adjective,B2,minnatdor qarzdor,благодарен,Feeling thankful because someone has helped you or done you a favor.,əˈblaɪd͡ʒd,21492,feelings,I am deeply obliged for your kind help with my difficult project.,Qiyin ishimda ko'rsatgan yordamingiz uchun sizdan juda minnatdorman.,grateful indebted,
stew,verb,B1,dimlab pishirmoq,тушить,To cook food slowly in liquid in a closed container.,stʃʉː,21494,food-drink,You should stew the meat for two hours to make it tender.,Go'sht yumshoq bo'lishi uchun uni ikki soat davomida dimlab pishiring.,simmer,
