headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
geological,adjective,C1,geologik,геологический,"Relating to the study of rocks, soil, and the physical structure of earth.",ˌdʒiː.əˈlɒdʒ.ɪk.əl,17252,ielts,The region has many interesting geological formations and ancient rock layers.,Bu hududda qiziqarli geologik tuzilmalar va qadimiy qatlamlar juda ko'p.,geologic,
wicked,adjective,B2,yovuz yomon,злой,"Morally wrong, bad, or showing a desire to harm other people.",ˈwɪk.ɪd,17254,describing,"In the story, the wicked witch tried to trick the poor children.",Ertakda yovuz jodugar sho'rlik bolalarni aldashga urindi.,evil malicious,good
roommate,noun,A2,xonaadosh uyadosh,сосед по комнате,A person who lives in the same house or room as you.,ˈɹu(m)ˌmeɪt,17256,home,My new roommate is very quiet and keeps the kitchen clean.,Yangi xonaadoshim juda kamgap va oshxonani ozoda saqlaydi.,housemate,
computational,adjective,C1,hisoblash hisob-kitob,вычислительный,Relating to the use of computers to calculate or solve complex problems.,ˌkɒmpjʊˈteɪʃənəl,17258,ielts,Modern science relies heavily on advanced computational methods for data analysis.,Zamonaviy fan ma'lumotlarni tahlil qilishda murakkab hisoblash usullariga juda tayanadi.,,
junk,noun,B1,keraksiz buyumlar axlat,барахло,"Things that are old, broken, or have no real value.",d͡ʒʌŋk,17260,home,We spent all Saturday cleaning out the junk from the garage.,Biz shanba kunini garajdagi keraksiz buyumlarni tozalash bilan o'tkazdik.,clutter trash,
wax,noun,B1,mum,воск,"A soft, yellow substance made by bees that is used for candles.",wæks,17262,nature,The candle is made of natural beeswax that burns very slowly.,Sham tabiiy asalarimumidan ishlangan bo'lib juda sekin yonadi.,,
impressed,adjective,B1,ta'sirlangan lol qolgan,впечатлённый,Feeling admiration for something or someone because they are very good.,ɪmˈpɹɛst,17264,feelings,I was very impressed by her ability to speak four languages.,Uning to'rtta tilda gapira olish qobiliyatidan juda ta'sirlandim.,amazed,unimpressed
slope,noun,B1,qiyalik nishab,склон,A surface that goes upward or downward at an angle.,sloʊp,17266,nature,I had to climb a small slope to get to the site.,Manzilga yetib borish uchun kichik qiyalikdan chiqishimga to‘g‘ri keldi.,incline slant,
reggae,noun,B2,reggi,регги,A style of popular music from Jamaica with a strong beat.,ˈɹɛɡeɪ,17268,ielts,The band played some classic reggae songs at the summer festival.,Guruh yozgi festivalda bir nechta klassik reggi qo‘shiqlarini ijro etdi.,,
poet,noun,A2,shoir,поэт,A person who writes poems.,ˈpəʊ.ɪt,17270,people-family,The famous poet recited his new work to the silent audience.,Mashhur shoir o‘zining yangi asarini jim turgan tomoshabinlarga o‘qib berdi.,bard,
conspiracy,noun,C1,fitna til biriktirish,заговор,A secret plan by a group to do something harmful or illegal.,kənˈspɪɹəsi,17272,ielts,They were charged with involvement in a conspiracy to commit fraud.,Ular firibgarlik qilish uchun fitna uyushtirganlikda ayblandilar.,plot collusion,
surname,noun,A1,familiya,фамилия,The name that a person shares with other members of their family.,ˈsɜːˌneɪm,17274,people-family,Please write your first name and surname on the application form.,"Iltimos, ariza blankasiga ismingiz va familiyangizni yozing.",family name,
theology,noun,C2,ilohiyot,теология,The study of religion and the nature of God.,θiˈɒ.lə.d͡ʒi,17276,ielts,He decided to study theology at the university to become a priest.,U ruhoniy bo‘lish uchun universitetda ilohiyot fanini o‘qishga qaror qildi.,divinity,
rehab,noun,B2,reabilitatsiya markazi,реабилитация,A place or program for helping people stop using harmful drugs or alcohol.,ˈɹiːhæb,17278,body-health,He finally decided to go to rehab to get his life back.,U hayotini iziga tushirish uchun nihoyat reabilitatsiyaga borishga qaror qildi.,rehabilitation,
epic,adjective,B2,epos qahramonona,эпический,"Very long, impressive, and having a large scale.",ˈɛp.ɪk,17280,ielts,The climbers achieved an epic victory by reaching the mountain peak.,"Alpinistlar tog‘ cho‘qqisiga chiqib, ulkan g‘alabaga erishdilar.",grand heroic,
organizer,noun,B1,tashkilotchi,организатор,A person who plans and manages the details of an event or activity.,ˈɔɹɡənaɪzɚ,17282,work,The event organizer made sure everything was ready before the guests arrived.,Tadbir tashkilotchisi mehmonlar kelguniga qadar hamma narsa tayyor bo'lishini ta'minladi.,planner,
allergy,noun,B1,allergiya,аллергия,"A condition where your body reacts badly to something like food, dust, or animals.",ˈæl.əɹ.d͡ʒi,17284,body-health,My dad can't live with pets because of an allergy.,Dadam allergiya tufayli uy hayvonlari bilan birga yashay olmaydi.,,
sake,noun,B2,manfaat maqsad,ради,The purpose of doing something for a specific reason or to help someone.,seɪk,17286,ielts,I did it for the sake of our long friendship.,Men buni uzoq yillik do'stligimiz hatri uchun qildim.,purpose reason,
preceding,adjective,B2,oldingi avvalgi,предшествующий,"Coming before something else in time, order, or space.",pɹiːˈsiːdɪŋ,17288,ielts,Review the information provided in the preceding paragraph carefully.,Oldingi xatboshida berilgan ma'lumotlarni diqqat bilan qayta ko'rib chiqing.,previous earlier,following
merit,verb,C1,loyiq bo'lmoq arzimog,заслуживать,"To deserve or be worthy of praise, reward, or attention.",ˈmɛɹət,17290,ielts,Her hard work and dedication certainly merit a promotion.,Uning mehnati va sadoqati albatta lavozim oshirilishiga loyiq.,deserve earn,
enzyme,noun,C1,ferment,фермент,A chemical substance produced by living cells that helps speed up chemical reactions.,ˈɛn.zaɪm,17292,ielts,The enzyme helps the body break down food during digestion.,Bu ferment ovqat hazm qilish jarayonida tanaga oziq-ovqatlarni parchalashga yordam beradi.,catalyst,
condo,noun,B2,kvartira xonadon,квартира,A private apartment that is owned by the person who lives there.,ˈkɑndoʊ,17294,home,They just bought a new condo in the center of the city.,Ular shahar markazidan yangi xonadon sotib olishdi.,apartment flat,
amplifier,noun,B2,kuchaytirgich,усилитель,An electronic device used to make a sound or electrical signal much stronger.,ˈæm.plə.faɪ.ə,17296,home,The guitarist plugged his electric guitar into a large sound amplifier.,Gitarachi o'z elektr gitarasini katta ovoz kuchaytirgichga uladi.,speaker,
sans,preposition,C1,siz-siz,без,A formal or literary word meaning without something that is usually expected.,sænz,17298,ielts,He went to the formal party sans his usual smart jacket.,U tantanali kechaga odatdagi bashang kostyumisiz keldi.,minus without,with
titanium,noun,C1,titan,титан,A very strong and light silver metal used to build planes and specialized equipment.,taɪˈteɪni.əm,17300,ielts,Modern aircraft engines are often made from strong lightweight titanium alloys.,Zamonaviy samolyot dvigatellari ko'pincha mustahkam va yengil titan qotishmalaridan yasaladi.,,
fairy,noun,B1,pari,фея,A magical imaginary creature in stories that often has wings and human shape.,ˈfɛəɹi,17302,describing,The little girl wore a dress and wings to look like a fairy.,Qizaloq pari kabi ko'rinish uchun ko'ylak va qanotlar taqib oldi.,sprite,
shaft,noun,B2,dasta o'q,рукоятка,"The long, straight handle of a tool or a part of a machine.",ʃɑːft,17304,work,The metal shaft of the hammer felt cold in his tired hands.,Bolg'aning metall dastasi uning charchagan qo'llariga sovuq tuyuldi.,handle,
lean,verb,B1,suyanmoq egilmoq,наклоняться,To move your body or an object so it is not straight up.,ˈliːn,17306,actions,Please do not lean against the wall while the paint is wet.,"Iltimos, bo'yoq ho'l bo'lganda devorga suyanmang.",incline tilt,
bye,interjection,A1,xayr,пока,A short word used to say goodbye to someone when you are leaving.,baɪ,17308,basics,"It was nice meeting you today, bye and see you soon!","Bugun siz bilan tanishganimdan xursandman, xayr, tez orada ko'rishguncha!",goodbye,hello
occasional,adjective,B2,vaqti-vaqti bilan uchraydigan ayrim,"случайный, изредка бывающий","Happening or appearing from time to time, but not very often.",əˈkeɪʒ(ə)nəl,17310,describing,He lived alone but enjoyed the occasional visit from his friends.,"U yolg‘iz yashardi, lekin do‘stlarining vaqti-vaqti bilan kelib turishidan xursand bo‘lardi.",infrequent rare,frequent
kitty,noun,A2,mushukcha,"кошечка, киска",A young cat or a friendly name for a cat.,ˈkɪti,17312,animals,The children were playing with the cute little kitty in the garden.,Bolalar bog‘da yoqimtoy mushukcha bilan o‘ynashayotgan edi.,kitten cat,
dude,noun,B1,jo‘ra og‘ayni,"чувак, чел",A friendly way to talk to a man or a boy.,duːd,17314,people-family,"Hey dude, are you coming to the party with us tonight?","Ey jo‘ra, bugun kechqurun biz bilan ziyofatga borasanmi?",mate bro,
blessed,adjective,B2,barakali baxtli,благословенный,"Feeling very lucky and happy, often because of divine favor.",ˈblɛsɪd,17316,feelings,I feel blessed to have such a supportive and loving family.,Qo‘llab-quvvatlaydigan oilam borligidan o‘zimni juda baxtli his qilaman.,fortunate lucky,cursed
panic,noun,B2,vahima sarosima,паника,A sudden feeling of great fear that makes it hard to think clearly.,ˈpænɪk,17318,feelings,There was a moment of panic when the lights suddenly went out.,Chiroqlar birdan o‘chganda hammayoqda vahima ko‘tarildi.,alarm fright,
explicitly,adverb,C1,ochiq-oydin aniq,явно,"Stated in a very clear and detailed way, leaving no doubt.",ɪkˈsplɪsɪtli,17320,ielts,The rules explicitly state that you must not use your phone here.,Qoidalarda bu yerda telefondan foydalanish qat’iyan man etilishi ochiq-oydin yozilgan.,clearly definitely,
transsexual,noun,C1,transeksual,транссексуал,A person who identifies with a gender that is different from their biological sex.,tɹænzˈsɛkʃuəl,17324,people-family,Modern society is becoming more accepting of the transsexual community.,Zamonaviy jamiyat transeksual insonlarni ko'proq qabul qilmoqda.,transgender,
excuse,noun,A2,bahona,отговорка,A reason that you give to explain why you did something wrong.,ɪkˈskjuːz,17326,actions,I am tired of your excuses for being late every morning.,Har kuni kechikishingga aytadigan bahonalaringdan charchadim.,pretext,
basement,noun,A2,yerto'la podval,подвал,A room or area of a building that is below the ground level.,ˈbeɪsmənt,17328,home,We keep all our old boxes in the basement of the house.,Biz barcha eski qutilarimizni uyning yerto'lasida saqlaymiz.,cellar,
strand,verb,B2,qiyin ahvolda qoldirmoq,оставить в беспомощном состоянии,To leave someone in a place where they cannot get away easily.,stɹænd,17330,actions,The snowstorm managed to strand many travelers at the airport yesterday.,Qor bo'roni kecha ko'plab sayohatchilarni aeroportda qiyin ahvolda qoldirdi.,abandon desert,
sandwich,noun,A1,sendvich,сэндвич,Two slices of bread with food such as meat or cheese between them.,ˈsæn(d).wɪd͡ʒ,17332,food-drink,I prepared a simple chicken sandwich for my lunch today.,Bugun tushlik uchun oddiy tovuqli sendvich tayyorladim.,,
lawsuit,noun,B2,sud da'vosi,судебный иск,A problem or complaint that is brought to a court of law.,ˈlɔːˌs(j)uːt,17334,ielts,The company faced a lawsuit because of their poor safety standards.,Kompaniya xavfsizlik standartlarining pastligi tufayli sud da'vosiga duch keldi.,litigation case,
alto,noun,B2,alt,альт,A low singing voice for women or a musical instrument in that range.,ˈæl.təʊ,17336,ielts,The choir needs another strong alto to sing the middle parts.,Xorga o'rta partiyalarni kuylash uchun yana bir kuchli alt kerak.,,
informative,adjective,B2,foydali ma'lumotli,информативный,Providing a lot of useful or interesting facts about a particular subject.,ɪnˈfɔːmətɪv,17338,ielts,I read a very informative newspaper article on that subject last week.,O‘tgan hafta o‘sha mavzuda juda foydali gazeta maqolasini o‘qidim.,instructive,uninformative
girlfriend,noun,A1,qiz do'st,девушка,A woman or girl that someone is having a romantic relationship with.,ˈɡɜːlfɹɛnd,17340,people-family,Marc went to the park with his girlfriend and watched the sunset.,Mark qiz do‘sti bilan bog‘ga borib quyosh botishini tomosha qildi.,,
cheque,noun,B1,chek,чек,A piece of paper used to pay money directly from your bank account.,t͡ʃɛk,17342,work,"I was not carrying cash, so I wrote a cheque for payment.","Yonimda naqd pul yo‘q edi, shuning uchun to‘lov uchun chek yozib berdim.",bank cheque,
italic,adjective,B2,kursiv,курсивный,A style of writing or printing where the letters slant to the right.,ɪˈtælɪk,17344,school,The text was hard to read because it was in italic font.,Matn kursiv shriftda bo‘lgani uchun uni o‘qish qiyin edi.,,
merry,adjective,B2,shod xursand,весёлый,"Feeling happy and full of joy, often during a celebration.",ˈmɛ.ɹi,17346,feelings,We had a very merry Christmas with all our friends and family.,Biz Rojdestvoni barcha do‘stlarimiz va oilamiz bilan juda shod o‘tkazdik.,jolly,sad
scuba,noun,B2,akvalang,акваланг,Equipment used for breathing while swimming underwater for a long time.,ˈskuːbə,17350,travel,We went scuba diving in the ocean to see the coral reefs.,Marjon qoyalarini ko'rish uchun okeanda akvalang bilan sho'ng'idik.,,
gore,noun,C1,qon qonli oqibat,"кровь, запекшаяся кровь","Blood from a wound, often used to describe violence in movies or books.",ɡɔː,17352,ielts,The horror movie contained too much gore for my personal taste.,Bu dahshatli filmda mening didimga mos kelmaydigan darajada ko'p qonli sahnalar bor edi.,bloodshed carnage,
cult,noun,C1,sekta sig'inish,"секта, культ","A small religious group that is not part of a larger, mainstream religion.",kʌlt,17354,ielts,The authorities tried to stop the dangerous cult from spreading its ideas.,Rasmiylar xavfli sektaning o'z g'oyalarini tarqatishiga yo'l qo'ymaslikka harakat qilishdi.,sect,
dash,verb,B2,yugurmoq otilib chiqmoq,"бросаться, мчаться",To run or move somewhere very quickly.,ˈdæʃ,17356,actions,I have to dash to the station to catch my morning train.,Ertalabki poyezdimga ulgurish uchun vokzalga tez yugurib borishim kerak.,rush sprint,
cage,noun,A2,qafas,клетка,A structure made of wires or bars for keeping animals or birds inside.,keɪd͡ʒ,17358,animals,The zookeeper opened the cage to feed the hungry lion.,Hayvonot bog'i xodimi och sherni ovqatlantirish uchun qafasni ochdi.,,
checklist,noun,B1,tekshiruv ro'yxati,контрольный список,"A list of things you must do, check, or remember to do.",ˈt͡ʃɛklɪst,17360,work,I always use a checklist to ensure I do not forget anything.,Hech narsani unutmaslik uchun doimo tekshiruv ro'yxatidan foydalanaman.,,
gazette,noun,C1,gazeta rasmiy axborotnoma,газета,A newspaper or an official government publication that contains news and legal notices.,ɡəˈzɛt,17362,work,The government released the new laws in the official state gazette.,Hukumat yangi qonunlarni rasmiy davlat axborotnomasida e'lon qildi.,newspaper journal,
extraction,noun,B2,ajratib olish,извлечение,The process of removing something from a particular place or source.,ɪkˈstɹækʃən,17364,ielts,The extraction of gold from the mine requires a lot of water.,Kondan oltin ajratib olish ko'p miqdorda suv talab qiladi.,removal mining,
elevation,noun,B2,balandlik sath,высота,The height of a place above the level of the sea.,ˌɛlɪˈveɪʃn̩,17366,nature,This mountain peak has a very high elevation above sea level.,Bu tog' cho'qqisi dengiz sathidan juda yuqori balandlikda joylashgan.,altitude height,depression
hearings,noun,B2,sud majlisi eshituv,слушания,Official meetings where people give information to help make a legal decision.,ˈhɪərɪŋz,17368,ielts,The public hearings regarding the new law will start next Monday.,Yangi qonun bo'yicha ommaviy sud eshituvlari kelasi dushanbadan boshlanadi.,trial session,
lap,noun,B1,tizza quchoq,колени,The horizontal top surface of the thighs of a person who is sitting down.,læp,17370,body-health,The little child sat on her mother's lap during the story.,Ertak aytilayotganda jajji qizaloq onasining tizzasida o‘tirgan edi.,,
utilization,noun,C1,foydalanish ishlatish,использование,The act of using something in an effective way for a specific purpose.,ˌjuːtɪlaɪˈzeɪʃən,17372,ielts,The efficient utilization of water resources is crucial for our future.,Kelajagimiz uchun suv resurslaridan samarali foydalanish juda muhim.,usage application,
calibration,noun,C1,kalibrovka sozlash,калибровка,The process of checking or adjusting an instrument to ensure it is accurate.,ˌkæl.ɪˈbɹeɪ.ʃən,17374,work,The device requires regular calibration to provide accurate scientific measurements every time.,Qurilma aniq o‘lchov natijalarini ko‘rsatishi uchun uni muntazam sozlab turish kerak.,adjustment setting,
jake,adjective,B2,yaxshi joyida,нормально,"Informal term meaning that everything is fine, satisfactory, or working as it should.",dʒeɪk,17376,describing,Don't worry about the plan; everything will be jake by morning.,Reja uchun xavotir olma; ertalabgacha hammasi joyida bo‘ladi.,fine okay,bad
eval,noun,B2,baholash tahlil,оценка,"A short form of evaluation, referring to the act of judging the quality of something.",ˈiː.væl,17378,ielts,The doctor performed a quick mental eval to check the patient's condition.,Shifokor bemorning ahvolini tekshirish uchun tezkor ruhiy tahlil o‘tkazdi.,assessment review,
efficiently,adverb,B2,samarali unumli,эффективно,In a way that achieves maximum productivity with minimum wasted effort or expense.,ɪˈfɪʃəntli,17380,ielts,We must organize our tasks more efficiently to finish before the deadline.,Belgilangan muddatgacha tugatish uchun ishlarimizni samaraliroq tashkil etishimiz kerak.,productively effectively,inefficiently
ping,noun,B2,qisqa ovoz,звуковой сигнал,"A short, sharp, high-pitched sound similar to a metal object hitting another.",pɪŋ,17382,actions,My computer made a quiet ping sound when I received the email.,Elektron xat kelganda kompyuterimdan past ovozli signal eshitildi.,,
textbook,adjective,B2,namunali mukammal,образцовый,"Perfect and typical example of something, done exactly as it should be.",ˈtɛkst.bʊk,17384,ielts,The team performed a textbook maneuver to win the game last night.,Jamoa o‘yinni yutish uchun juda namunali taktika qo‘lladi.,perfect ideal,flawed
dried,adjective,A2,quritilgan,сушёный,Food that has had all water removed to keep it for a longer time.,dɹaɪd,17386,food-drink,We often eat dried fruits like raisins and apricots during the winter.,Qishda biz ko‘pincha mayiz va turshak kabi quritilgan mevalarni iste'mol qilamiz.,dehydrated,fresh
entertaining,adjective,B1,qiziqarli maroqli,развлекательный,Interesting and fun to watch or listen to.,ˌɛntəɹˈteɪnɪŋ,17388,describing,The comedian told many entertaining stories during his show last night.,Komediyachi kechagi shousida juda ko‘plab qiziqarli hikoyalar aytib berdi.,amusing funny,boring
frontier,noun,C1,chegara yangi marra,граница,The limit of what is currently known or explored in a specific field.,ˈfɹʌntɪə,17390,ielts,Scientists are exploring the frontier of space travel to find other planets.,Olimlar boshqa sayyoralarni topish uchun koinot tadqiqotlarining yangi chegaralarini o‘rganmoqda.,vanguard boundary,
settle,verb,B2,tinchlanish qaror topish,успокаиваться,To become quiet and calm after being active or worried.,ˈsɛ.təl,17392,feelings,It took a few minutes for the crowd to settle before the speech.,Nutq boshlanishidan oldin olomon tinchlanishi uchun bir necha daqiqa kerak bo‘ldi.,calm quiet,agitate
stopping,noun,B1,toxtash toxtatish,остановка,The act of finishing an action or movement and coming to a halt.,ˈstɒp.ɪŋ,17394,actions,There was constant stopping and starting throughout the entire train journey.,Poyezd safar davomida tinimsiz to‘xtab-to‘xtab harakatlandi.,halt cessation,starting
flux,noun,C1,o‘zgaruvchanlik beqarorlik,изменчивость,A state of continuous change or movement.,flʌks,17396,ielts,The project schedule is in constant flux at the moment.,Loyiha rejasi hozirda doimiy o‘zgarishda.,instability change,stasis
derby,noun,B2,poyga musobaqa,дерби,"A competitive sporting event, especially an organized horse race.",ˈdɑː.bi,17398,travel,They attended the annual horse derby in the city last weekend.,Ular o‘tgan dam olish kunlari shahardagi yillik ot poygasida qatnashishdi.,race competition,
peaceful,adjective,A2,tinch osoyishta,мирный,"Quiet and calm without any war, violence, or disagreement.",ˈpiːsfl̩,17400,describing,It is very peaceful to sit in the garden at sunset.,Quyosh botayotganda bog‘da o‘tirish juda osoyishta.,calm quiet,warring
regression,noun,C1,orqaga qaytish chekinish,регрессия,The process of returning to an earlier or worse state.,ɹɪˈɡɹɛʃ.ən,17402,ielts,The economy shows a worrying regression compared to last year.,Iqtisodiyot o‘tgan yilga nisbatan tashvishli orqaga ketishni ko‘rsatmoqda.,decline deterioration,progress
doctrine,noun,C1,ta'limot qarash,доктрина,A set of beliefs or principles held and taught by a religion or political group.,ˈdɒk.tɹɪn,17404,ielts,The school follows a strict doctrine regarding student behavior and academic ethics.,Maktab o'quvchilar xulq-atvori va akademik odob-axloq bo'yicha qat'iy ta'limotga amal qiladi.,tenet principle,
scenic,adjective,B2,manzarali go'zal,живописный,Having or providing beautiful natural scenery.,ˈsiːnɪk,17406,travel,We decided to drive along the scenic route to enjoy the mountains.,Tog'lardan bahramand bo'lish uchun manzarali yo'ldan borishga qaror qildik.,picturesque beautiful,
intersection,noun,B1,chorraha kesishish,перекресток,A place where two or more roads meet or cross each other.,ˈɪntəɹˌsɛkʃən,17408,travel,Turn left at the next intersection to reach the city center faster.,Shahar markaziga tezroq yetib borish uchun keyingi chorrahadan chapga buriling.,crossroads junction,
sewing,noun,A2,tikuvchilik,шитье,The skill or activity of making or repairing clothes using a needle and thread.,ˈsəʊɪŋ,17410,clothes,She learned sewing from her grandmother and now makes her own dresses.,U buvisidan tikuvchilikni o'rgangan va hozir o'z ko'ylaklarini o'zi tikadi.,stitching embroidery,
consistency,noun,C1,izchillik barqarorlik,согласованность,The quality of always behaving or performing in a similar way.,kənˈsɪstənsi,17412,ielts,"To succeed in sports, you need consistency in your daily training sessions.",Sportda muvaffaqiyatga erishish uchun kundalik mashg'ulotlarda izchillik kerak.,uniformity steadiness,inconsistency
celebs,noun,B1,taniqli insonlar mashhurlar,знаменитости,Famous people who are well-known in society.,səˈlebz,17414,people-family,Many celebs attend the film festival to promote their new movies.,Ko'plab mashhurlar yangi filmlarini tanitish uchun kinofestivalga kelishadi.,stars icons,
propose,verb,B2,taklif qilmoq rejalamoq,предлагать,To suggest a plan or an idea for people to consider.,pɹəˈpəʊz,17416,ielts,The committee will propose a new plan to reduce traffic next month.,Qo'mita kelasi oy tirbandlikni kamaytirish uchun yangi reja taklif qiladi.,suggest offer,
lighter,adjective,A2,yengilroq,легче,Weighing less than something else.,ˈlaɪtə,17418,describing,This suitcase is much lighter than the one I used before.,Bu chamadon avvalgisidan ancha yengilroq.,weightless,heavier
rage,noun,C1,g'azab qahr,ярость,A feeling of extreme and uncontrolled anger.,ɹeɪdʒ,17420,feelings,He shook with rage when he heard the unfair news about him.,"O'zi haqidagi adolatsiz xabarni eshitgach, u g'azabdan titrab ketdi.",fury anger,calm
astrology,noun,B2,munajjimlik yulduzlar ilmi,астрология,The belief that the stars and planets influence human life and events.,əˈstɹɒlədʒi,17422,ielts,Some people check their daily horoscope based on the principles of astrology.,Ba'zi odamlar munajjimlik prinsiplari asosida o'zlarining kunlik folini ko'rib chiqishadi.,horoscopy,
pavilion,noun,B2,pavilon ayvon,павильон,A light structure in a park or fair used for exhibits or as a shelter.,pəˈvɪljən,17424,places,We visited the art gallery inside the large wooden pavilion at the park.,Biz bog‘dagi katta yog‘och pavilon ichida joylashgan san’at galereyasini tomosha qildik.,kiosk structure,
tactics,noun,B2,taktika usul,тактика,The specific methods or plans used to achieve a goal in a game or conflict.,ˈtæktɪks,17426,ielts,The team changed their tactics during the second half to win the game.,O‘yinni yutish uchun jamoa ikkinchi bo‘limda o‘z taktikasini o‘zgartirdi.,strategy methods,
occurring,adjective,B2,sodir bo‘layotgan yuz berayotgan,происходящий,Happening or existing at a particular time or in a specific place.,əˈkɝɪŋ,17428,describing,There are many naturally occurring minerals in this part of the country.,Mamlakatning bu qismida tabiatan yuz beradigan ko‘plab minerallar bor.,happening existing,
supplemental,adjective,B2,qo‘shimcha,дополнительный,Provided in addition to what is already present or available.,ˌsʌplɪˈmɛntəl,17430,work,Students can read the supplemental materials to understand the topic better.,Mavzuni yaxshiroq tushunish uchun talabalar qo‘shimcha materiallarni o‘qishlari mumkin.,additional extra,primary
travelling,adjective,A2,sayohat qiluvchi ko‘chma,путешествующий,Related to or used for moving from one place to another.,ˈtɹæv.lɪŋ,17432,travel,She works as a travelling salesperson visiting many different cities every week.,U har hafta ko‘plab shaharlarga boradigan sayohatchi sotuvchi bo‘lib ishlaydi.,mobile wandering,
induction,noun,C1,kirish tanishtirish,введение,A formal process of introducing someone to a new job or organization.,ɪnˈdʌkʃən,17434,work,All new employees must attend an induction session on their first day.,Barcha yangi xodimlar ishning birinchi kunida kirish mashg‘ulotida qatnashishi shart.,introduction initiation,
precisely,adverb,B2,aniq aynan,точно,In an exact and accurate way without any mistakes.,pɹɪˈsaɪs.li,17436,ielts,You need to follow the instructions precisely to get good results.,Yaxshi natija olish uchun ko‘rsatmalarga aynan amal qilishingiz kerak.,exactly accurately,imprecisely
shorter,adjective,A2,qisqaroq,короче,Small in length or time compared to something else.,ˈʃɔːtə,17438,describing,We decided to take the shorter route to reach home faster.,Uyga tezroq yetib olish uchun qisqaroq yo‘ldan borishga qaror qildik.,,longer
steal,verb,B1,o‘g‘irlamoq,красть,To take something that belongs to someone else without their permission.,stiːl,17440,actions,It is wrong to steal money or things from other people.,Birovning puli yoki buyumini o‘g‘irlash noto‘g‘ri ish.,rob thieve,
parcel,noun,B1,posilka o‘ram,посылка,An item or group of items wrapped in paper to be sent by mail.,[ˈpʰɑː.səɫ],17442,travel,The courier delivered a small parcel to my house this morning.,Kuryer bugun ertalab uyimga kichkina posilka olib keldi.,package,
fifteen,noun,A1,o‘n besh,пятнадцать,The number that comes after fourteen and before sixteen.,ˈfɪf.tiːn,17444,basics,I have been waiting here for fifteen minutes already.,Men bu yerda o‘n besh daqiqadan beri kutib turibman.,,
boutique,noun,B2,butik do‘kon,бутик,A small store that sells fashionable clothes or unique accessories.,buˈtik,17446,clothes,She bought a beautiful handmade dress at a local boutique.,U mahalliy butikdan juda chiroyli qo‘lbola ko‘ylak sotib oldi.,shop,
acrylic,noun,B2,akril bo'yoq,акрил,A type of fast-drying paint made from plastic material for art and crafts.,əˈkɹɪl.ɪk,17448,describing,"When it comes to painting, I prefer using acrylics as my medium.",Rasm chizishda men ko'proq akril bo'yoqlardan foydalanishni yoqtiraman.,,
tuner,noun,B2,tyuner sozlagich,тюнер,An electronic device used to check if a musical instrument is in the correct pitch.,ˈtuː.nɚ,17450,actions,You should use a digital tuner to make sure your guitar sounds right.,Gitarangiz to'g'ri yangrashi uchun raqamli sozlagichdan foydalanishingiz kerak.,,
toddler,noun,B1,yosh bola,малыш,"A young child who is just learning how to walk, usually between one and three.",ˈtɑdlɚ,17452,people-family,I can't believe Vanessa's baby is now a toddler already!,Vanessaning chaqalog'i allaqachon yosh bolaga aylanib qolganiga ishonmayman!,infant child,
flavor,noun,A2,ta'm maza,вкус,The specific taste that food or drink has.,ˈfleɪvə,17454,food-drink,The flavor of this apple pie is delicious.,Bu olma pirogining ta'mi juda ajoyib.,taste,
alike,adjective,B1,o'xshash bir xil,одинаковый,Similar to each other or having the same appearance.,əˈlaɪk,17456,describing,The two brothers look very much alike in their faces and hair.,Ikki aka-uka yuz tuzilishi va sochlari bilan juda o'xshash.,similar identical,different
homeless,adjective,B1,uysiz boshpanasiz,бездомный,Having no home or place to live.,ˈhoʊmlɪs,17458,people-family,There are many homeless people sleeping on the streets in big cities.,Katta shaharlarda ko'chalarda yotgan ko'plab uysiz odamlar bor.,unsheltered,
horrible,adjective,A2,daxshatli yomon,ужасный,"Very bad, unpleasant, or shocking.",ˈhɒɹ.ɪ.bəl,17460,feelings,"The weather was horrible, so we decided to stay inside all day.","Ob-havo juda yomon edi, shuning uchun biz kun bo'yi uyda qolishga qaror qildik.",awful terrible,pleasant
metallic,adjective,B2,metallga xos,металлический,Relating to metal or sounding like metal hitting metal.,mɪˈtæl.ɪk,17462,describing,I heard a strange metallic noise coming from the car engine today.,Bugun mashina dvigatelidan g'alati metallga xos shovqin eshitdim.,,
acne,noun,B2,husnbuzar toshma,акне,"A condition where red spots appear on the skin, especially on the face.",ˈækni,17464,body-health,Teenagers often worry about acne appearing on their face during school.,O'smirlar ko'pincha maktab davrida yuzlarida husnbuzar chiqishidan xavotirlanishadi.,pimples,
interference,noun,C1,aralashuv to'sqinlik,вмешательство,The act of getting involved in something that is not your business.,ˌɪntə(ɹ)ˈfɪəɹəns,17466,ielts,Foreign interference in local politics can cause a lot of tension.,Mahalliy siyosatga tashqi aralashuv katta taranglikni keltirib chiqarishi mumkin.,obstruction meddling,
undo,verb,B1,bekor qilish qaytarish,отменять,To cancel the last action you performed on a computer or in a task.,ʌnˈduː,17468,actions,You can press these two keys to undo your last typed word.,Oxirgi yozgan so'zingizni bekor qilish uchun mana bu ikki tugmani bosing.,cancel reverse,redo
