headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
senator,noun,B2,senator,сенатор,A member of a government body called a senate.,ˈsɛn.ə.tə,12236,ielts,The senator spoke to the public about the new national tax laws.,Senator yangi soliq qonunlari haqida xalqqa nutq so‘zladi.,legislator,
pour,verb,A2,quymoq,лить,To make a liquid flow out of or into a container.,pɔː,12238,actions,Could you please pour some cold water into my empty glass?,"Iltimos, bo‘sh stakanimga ozgina sovuq suv quyib bera olasizmi?",stream spill,
digest,verb,B2,hazm qilmoq,переваривать,To change food into substances that your body can use.,daɪˈd͡ʒɛst,12240,body-health,It is better to walk a little after you digest your food.,Ovqat hazm bo‘lishi uchun ovqatlangandan keyin biroz yurish foydali.,assimilate absorb,
tion,noun,C2,tion,тион,A rare animal produced by mating a male tiger with a lioness.,ˈtaɪən,12244,animals,The lion and tiger hybrid known as a tion is very rare.,Sher va yo‘lbarsning duragayi bo‘lgan tion juda kam uchraydi.,,
dust,verb,B1,changini artmoq,вытирать пыль,To remove dirt or dust from a surface using a cloth.,dʌst,12246,home,You should dust the furniture before you start cleaning the floor.,Polni tozalashdan oldin mebelning changini artib olishing kerak.,clean wipe,
hence,adverb,C1,keyin bundan buyon,впоследствии,Happening at a certain time in the future from now.,ˈhɛns,12248,time,The meeting will take place two weeks hence in the main office.,Uchrashuv ikki haftadan so‘ng markaziy idorada bo‘lib o‘tadi.,later subsequently,
entirely,adverb,B1,butunlay tamoman,полностью,In every way or completely.,ɪnˈtaɪəli,12250,describing,I am not entirely sure if we have enough time for this.,Bunga yetarli vaqtimiz borligiga unchalik ishonchim komil emas.,completely totally,partially
radar,noun,B2,radar,радар,A system that uses radio waves to find the position and speed of objects.,ˈɹeɪdɑː,12252,ielts,The airport uses radar to track the positions of all incoming planes.,Aeroport barcha kelayotgan samolyotlar o'rnini kuzatish uchun radardan foydalanadi.,sonar detection,
rescue,verb,B1,qutqarmoq xalos etmoq,спасать,To save someone or something from a dangerous situation.,ˈɹɛs.kjuː,12254,actions,The well-trained team rescued everyone after the avalanche in the mountains.,Tog'dagi qor ko'chkidan so'ng yaxshi tayyorgarlik ko'rgan guruh barchani qutqarib qoldi.,save liberate,endanger
combat,verb,B2,kurashmoq,бороться,To try to stop something bad from happening or spreading.,ˈkɒmˌbæt,12256,ielts,The government is trying to find new ways to combat drug addiction.,Hukumat giyohvandlikka qarshi kurashishning yangi usullarini izlamoqda.,fight tackle,
stopped,adjective,A2,to'xtagan,остановившийся,"Not moving anymore, or having come to an end.",stɒpt,12258,describing,They passed a stopped car on the side of the road today.,Ular bugun yo'l chetida to'xtab turgan mashina yonidan o'tib ketishdi.,halted stationary,moving
occupation,noun,B2,kasb ish,профессия,A person's job or the regular work they do to earn money.,ˌɒkjʊˈpeɪʃən,12260,work,"Please fill out your name, address, and occupation on this form.","Iltimos, ushbu shaklga ismingiz, manzilingiz va kasbingizni yozing.",job profession,
donations,noun,B1,ehsonlar xayriya,пожертвования,Money or goods given to help people or organizations in need.,doʊˈneɪʃənz,12262,ielts,The charity relies on small donations from the public to survive.,Xayriya tashkiloti o'z faoliyatini yuritish uchun aholidan tushadigan kichik ehsonlarga tayanadi.,gift contribution,
baker,noun,A2,novvoy nonvoy,пекарь,A person who professionally makes and sells bread and other baked goods.,ˈbeɪ.kə,12264,food-drink,The local baker makes fresh bread every morning before we wake up.,Mahalliy novvoy har kuni ertalab biz uyg'onishimizdan oldin yangi non yopadi.,,
elsewhere,adverb,B1,boshqa joyda o'zga joyda,в другом месте,"In, at, or to a place that is not here.",ˌɛlsˈʍɛə,12266,places,"If this shop is closed, we should try looking somewhere elsewhere.","Agar bu do'kon yopiq bo'lsa, biz boshqa joydan izlab ko'rishimiz kerak.",somewhere else,
conservative,adjective,B2,konservativ o'zgarishni yoqtirmaydigan,консервативный,Tending to dislike change or innovation and preferring traditional ways.,kənˈsɜːvətɪv,12268,ielts,The older generation often has a conservative view on new technology.,Keksa avlod vakillari yangi texnologiyalarga nisbatan ko'pincha konservativ qarashadi.,traditional,progressive
guestbook,noun,B1,mehmonlar kitobi,книга отзывов,A book for guests to write their names and comments in.,ˈɡɛst.bʊk,12270,home,Please write your name in the guestbook before you leave the hotel.,Mehmonxonadan chiqib ketishdan oldin ismingizni mehmonlar kitobiga yozib qo'ying.,,
shock,verb,B1,hayron qoldirmoq larzaga solmoq,шокировать,To make someone feel surprised or upset by something bad or unexpected.,ʃɒk,12272,feelings,The sudden news about the accident really shocked the whole town.,Baxtsiz hodisa haqidagi to'satdan chiqqan xabar butun shaharni larzaga soldi.,surprise,
effectiveness,noun,B2,samaradorlik,эффективность,The quality of being successful in achieving a specific result.,ɪˈfɛk.tɪv.nɪs,12274,ielts,We need to test the effectiveness of this new teaching method.,Biz ushbu yangi o'qitish usulining samaradorligini sinab ko'rishimiz kerak.,efficiency,
ebony,noun,C2,qora daraxt ebanoz,чёрное дерево,"A very hard, dark, and expensive wood from tropical trees used for expensive furniture.",ˈɛb.ən.i,12276,describing,The artist carved a beautiful small statue out of dark polished ebony.,San'atkor qora rangli ebanoz yog'ochidan kichik haykalcha o'ydi.,onyx raven,
drawn,adjective,B2,durang bo'lgan,сыгранный вничью,Used to describe a game or competition that finished with no winner or loser.,dɹɔːn,12278,ielts,The final football match ended in a tense and drawn game today.,Bugungi futbol finali keskin va durang natija bilan yakunlandi.,tied,
walker,noun,A2,piyoda yuruvchi,пешеход,"A person who goes for a walk, especially for exercise or for pleasure.",ˈwɔːkə,12280,people-family,The park was full of early morning walkers enjoying the fresh air.,Bog' erta tongda toza havodan bahra olayotgan piyodalar bilan to'la edi.,pedestrian,
kiss,verb,A1,o'pmoq,целовать,"To touch someone with your lips to show love, affection, or as a greeting.",kɪs,12282,actions,She leaned forward to kiss her mother on the cheek goodbye.,U xayrlashish uchun onasining yuzidan o'pib qo'ydi.,,
beast,noun,B2,yirtqich maxluq,зверь,A large or dangerous animal that lives in the wild.,biːst,12284,animals,The legends told stories of a dangerous beast living in the forest.,Afsonalarda o'rmonda yashaydigan xavfli yirtqich haqida hikoyalar aytilgan.,animal creature,
experiment,noun,B1,tajriba eksperiment,эксперимент,A scientific test done to learn how something works or if an idea is true.,ɪkˈspɛɹ.ɪ.mənt,12286,school,We will conduct a science experiment in the lab this afternoon.,Bugun tushdan keyin laboratoriyada ilmiy tajriba o'tkazamiz.,test trial,
overseas,adjective,B2,xorijiy chet el,зарубежный,Coming from or going to another country across the sea.,ˌəʊvəˈsiːz,12288,travel,Many companies are now expanding into new overseas markets for growth.,Ko'plab kompaniyalar hozirda o'sish uchun xorijiy bozorlarga kirib bormoqda.,foreign abroad,domestic
dodge,verb,C1,chetinmoq chalg'itmoq,увиливать,To avoid something by moving quickly or using a clever trick.,dɒd͡ʒ,12290,actions,He tried to dodge the difficult question during the live interview.,U jonli efirdagi intervyu paytida qiyin savoldan qochishga urindi.,avoid evade,confront
counsel,verb,C2,maslahat bermoq,советовать,To give professional or expert advice to someone about a problem.,ˈkaʊn.səl,12292,ielts,The lawyer did counsel his client to remain silent during questioning.,Advokat mijoziga so'roq paytida sukut saqlashni maslahat berdi.,advise suggest,
federation,noun,C1,federatsiya ittifoq,федерация,A group of states or organizations that are joined together as one.,ˌfɛdəˈɹeɪʃn̩,12294,ielts,The sports federation decided to host the international championship this year.,Sport federatsiyasi bu yil xalqaro chempionatni o'tkazishga qaror qildi.,union alliance,
pizza,noun,A1,pitssa,пицца,A round flat piece of bread baked with cheese and vegetables on top.,ˈpiː.tsə,12296,food-drink,We ordered a large pepperoni pizza for our dinner last night.,Kecha kechki ovqat uchun katta pepperoni pitszasi buyurtma qildik.,,
assignment,noun,B1,topshiriq vazifa,задание,A piece of work that someone is given to do.,əˈsaɪn.mənt,12298,school,The teacher gave us a challenging assignment to complete by Friday.,O'qituvchi bizga jumagacha bajarishimiz kerak bo'lgan murakkab vazifa berdi.,task duty,
queries,noun,B2,savollar so'rovlar,вопросы,Questions or requests for information made to someone or a computer system.,ˈkwɪəriz,12302,work,The teacher was happy to answer any queries from the students.,O'qituvchi o'quvchilardan kelgan har qanday savollarga javob berishdan xursand bo'ldi.,questions inquiries,answers
rush,verb,B1,shoshilish tezlashish,спешить,To move or do something very quickly because you do not have much time.,ɹʌʃ,12304,actions,I had to rush to catch my bus this morning.,Bugun ertalab avtobusga ulgurish uchun shoshilishimga to'g'ri keldi.,hurry race,dawdle
absence,noun,B2,yo'qlik ishtirok etmaslik,отсутствие,The fact of not being where you are expected to be.,ˈæb.s(ə)n̩s,12306,ielts,"During his long absence from work, the office was very quiet.","Uning ishda uzoq vaqt bo'lmaganida, ofis juda sokin edi.",nonattendance,presence
cluster,noun,C1,to'da guruh,скопление,A group of similar things that are positioned or occurring closely together.,ˈklʌstə,12308,describing,A small cluster of trees stood in the middle of the field.,Dala o'rtasida bir to'da daraxtlar o'sib turardi.,group bunch,
whereas,conjunction,B2,holbuki aksincha,в то время как,Used to compare two different facts or situations.,weəɹˈæz,12310,ielts,"I love spicy food, whereas my sister prefers it mild.","Men achchiq taomlarni yaxshi ko'raman, holbuki singlim shirinroq ovqatlarni afzal ko'radi.",while although,
yoga,noun,A2,yoga,йога,A system of physical and mental exercises for health and relaxation.,ˈjoʊ.ɡə,12312,body-health,She practices yoga every morning to feel relaxed and focused.,U o'zini xotirjam va diqqatli his qilish uchun har kuni ertalab yoga bilan shug'ullanadi.,,
surprise,noun,A2,kutilmagan hodisa ajablanish,сюрприз,The feeling you get when something unexpected happens.,sə(ː)ˈpɹaɪ̯z,12314,feelings,It was a big surprise when my friend visited me today.,"Bugun do'stim meni ko'rgani kelganida, bu juda kutilmagan hol bo'ldi.",amazement astonishment,
everybody,pronoun,A1,hamma barcha,все,Every person in a group or in the world.,ˈɛvɹiɪbɒdi,12316,people-family,Does everybody have their ticket ready for the train ride today?,Poyezdga chiqish uchun hammaning chiptasi tayyormi?,everyone,nobody
sublime,adjective,C2,hayratomuz ulugvor,величественный,Causing deep admiration and respect due to extreme beauty or magnificence.,səˈblaɪm,12318,ielts,The view of the mountains at sunrise was absolutely sublime and unforgettable.,Quyosh chiqayotgandagi tog‘lar manzarasi juda hayratomuz va unutilmas edi.,magnificent awe-inspiring,
acceptable,adjective,B1,maqbul yetarli,приемлемый,Good enough to be allowed or to satisfy a specific need.,əkˈsɛp.tə.bəl,12320,describing,"His performance was acceptable, although it could have been much better.","Uning ishi maqbul darajada edi, garchi undan ham yaxshiroq bo‘lishi mumkin bo‘lsa-da.",adequate passable,unacceptable
glad,adjective,A2,xursand mamnun,радый,Feeling happy and pleased about something.,ɡlæd,12322,feelings,I am so glad that you could come to my party today.,Bugun bazmimga kela olganingizdan juda xursandman.,happy pleased,
globe,noun,B1,yer shari globus,земной шар,"The planet Earth, or a round model representing the Earth.",ɡləʊb,12324,places,Students looked at the globe to locate all the different countries.,O‘quvchilar barcha mamlakatlarni topish uchun globusga qarashdi.,earth world,
copper,noun,B2,mis,медь,"A reddish-brown metal used for making coins, wires, and pipes.",ˈkɒpə,12326,nature,Old electricity wires are often made of copper because it conducts well.,"Eski elektr simlari ko‘pincha misdan yasaladi, chunki u tokni yaxshi o‘tkazadi.",,
rack,noun,B2,javon tokcha,стеллаж,A structure with shelves or hooks for holding or storing things.,ɹæk,12328,home,Please put your wet coat on the rack near the front door.,"Iltimos, ho'l paltongizni eshik yonidagi ilmoqqa osib qo'ying.",shelf frame,
medication,noun,B1,dori dori-darmon,медикаменты,A substance or drug used to treat an illness or improve health.,mɛdɪˈkeɪʃən,12330,body-health,You must take your medication exactly as the doctor has prescribed it.,Siz dorini shifokor aytganidek aynan vaqtida ichishingiz kerak.,medicine drug,
warehouse,noun,B2,ombor,склад,A large building where goods are stored before they are sold or distributed.,ˈwɛə(ɹ)haʊs,12332,work,The furniture is kept in a warehouse until it is ready for delivery.,Mebel yetkazib berishga tayyor bo'lguncha omborda saqlanadi.,storage depot,
shareware,noun,C1,sinov dasturi,условно-бесплатное ПО,"Software that is available to use for free, usually with limited features or time.",ˈʃɛəˌwɛər,12334,work,You can download this shareware to test if the program suits your needs.,Dastur sizning ehtiyojlaringizga mos kelishini sinab ko'rish uchun ushbu versiyani yuklab oling.,trialware,
receipt,noun,A2,chex kvitansiya,квитанция,A paper document showing that money has been paid for goods or services.,ɹɪˈsiːt,12338,travel,Keep your receipt in case you need to return the item later.,"Agar mahsulotni qaytarishingiz kerak bo'lsa, chekingizni saqlab qo'ying.",bill proof,
supposed,adjective,B2,faraz qilingan gumon qilingan,предполагаемый,"Believed or claimed by many people to be true, although this may not be true.",səˈpəʊzd,12340,ielts,He is the supposed leader of this dangerous and secret criminal organization.,U ushbu xavfli va maxfiy jinoiy tashkilotning taxminiy yetakchisi hisoblanadi.,reputed,
nobody,pronoun,A1,hech kim,никто,Not any person; not a single human being.,ˈnəʊ.bɒd.i,12342,basics,"I looked inside the dark room, but there was nobody at all.","Qorong‘u xonaning ichiga qaradim, lekin u yerda hech kim yo‘q edi.",,
ghost,noun,B1,arvoh ruh,привидение,The spirit of a dead person that some people believe can be seen.,ɡəʊst,12344,describing,The children were scared because they thought they saw a ghost yesterday.,"Bolalar qo‘rqib ketishdi, chunki ular kecha arvoh ko‘rganmiz deb o‘ylashdi.",apparition phantom,
violation,noun,C1,buzilish qoidabuzarlik,нарушение,"An action that breaks a law, rule, or agreement.",ˌvaɪ.əˈleɪ.ʃən,12346,ielts,Parking in front of the gate is a clear violation of rules.,Darvoza oldida to‘xtash qoidalarning ochiqdan-ochiq buzilishi hisoblanadi.,breach infringement,observance
configure,verb,B2,sozlamoq moslamoq,конфигурировать,To arrange or prepare a computer system so it works in a specific way.,kənˈfɪɡə(ɹ),12348,work,You need to configure your email settings before you can send messages.,Xabar yuborishdan avval elektron pochta sozlamalarini to‘g‘rilab olishingiz kerak.,setup arrange,
stability,noun,B2,barqarorlik turg‘unlik,стабильность,The condition of being steady and not changing or falling over.,stəˈbɪlɪti,12350,ielts,The economic stability of the country helps businesses grow and expand further.,Mamlakatdagi iqtisodiy barqarorlik biznesning rivojlanishi va kengayishiga yordam beradi.,steadiness firmness,instability
southwest,noun,A2,janubi-g‘arb,юго-запад,The direction between south and west.,saʊθˈwɛst,12352,travel,We are planning to visit a small town in the southwest region.,Biz janubi-g‘arbiy mintaqadagi kichik bir shaharchaga tashrif buyurishni rejalashtiryapmiz.,,northeast
pride,noun,B1,faxr iftixor,гордость,A feeling of deep pleasure or satisfaction from your own achievements or qualities.,pɹaɪd,12354,feelings,She felt a great sense of pride when her son graduated university.,O‘g‘li universitetni bitirganida u juda katta faxr tuyg‘usini his qildi.,dignity satisfaction,shame
institutional,adjective,C1,muassaviy tashkiliy,институциональный,"Relating to a large organization or system, such as a school, bank, or government.",ˌɪn.stɪˈtjuː.ʃə.nəl,12356,ielts,The government needs to address deep-rooted institutional problems in the healthcare sector.,Hukumat sog‘liqni saqlash sohasidagi chuqur ildiz otgan tashkiliy muammolarni hal qilishi kerak.,organizational systemic,
independence,noun,B2,mustaqillik erkinlik,независимость,The state of being free and not controlled or governed by another country or person.,ˌɪn.dɪˈpɛn.dəns,12358,ielts,Many countries fought for their independence during the twentieth century.,Ko‘pgina mamlakatlar yigirmanchi asrda o‘z mustaqilligi uchun kurashdilar.,freedom autonomy,dependence
reporter,noun,A2,muxbir jurnalist,репортёр,"A person who collects information and writes news stories for newspapers, radio, or television.",ɹɪˈpɔː.tə,12360,work,The reporter interviewed the politician about the new city development project.,Muxbir siyosatchidan yangi shahar rivojlanish loyihasi haqida intervyu oldi.,journalist correspondent,
metabolism,noun,C1,moddalar almashinuvi,метаболизм,The chemical processes in the body that change food and drink into energy.,mɪˈtab.ə.lɪz.əm,12362,body-health,Regular exercise can help to increase your body's metabolism over time.,Muntazam mashq qilish vaqt o‘tishi bilan organizm moddalar almashinuvini yaxshilashga yordam beradi.,,
champion,noun,B1,chempion g‘olib,чемпион,A person or team that has won a competition or sports event.,ˈt͡ʃæm.pi.ən,12364,actions,He became the world champion after winning the final match last night.,"Kecha final o‘yinida g‘alaba qozonib, u jahon chempioni bo‘ldi.",winner victor,loser
cloudy,adjective,A1,bulutli havo,облачный,"If the sky is cloudy, it is covered with many clouds.",ˈklaʊ̯diː,12366,nature,"It was a cloudy day, so we decided to stay inside home.",Havo bulutli bo‘lgani uchun biz uyda qolishga qaror qildik.,overcast gray,sunny
personally,adverb,B1,shaxsan o'zim,лично,Used to show that you are giving your own opinion about something.,ˈpɜː.sə.nə.li,12368,describing,"I am really annoyed with her, personally, for what she said.",U aytgan gaplari uchun shaxsan o'zim undan juda xafaman.,,
plenty,noun,A2,yetarlicha ko'p mo'l,изобилие,"A large amount of something, more than enough.",ˈplɛnti,12370,basics,We are lucky to live in a land of peace and plenty.,Tinch va farovon yurtda yashayotganimizdan omadimiz kulgan.,abundance sufficiency,lack
solo,adjective,B1,yakkaxon yolg'iz,соло,Done by one person without any help or other people.,ˈsoʊ.loʊ,12372,actions,The pilot successfully completed his first solo flight yesterday morning.,Uchuvchi kecha ertalab o'zining ilk mustaqil parvozini muvaffaqiyatli yakunladi.,single individual,joint
sentence,verb,B2,hukm qilmoq jazolamoq,приговорить,To tell a person who is guilty of a crime what their punishment is.,ˈsɛn.təns,12374,ielts,The judge sentenced the man to five years in prison today.,Sudya bugun erkakni besh yilga ozodlikdan mahrum etishga hukm qildi.,condemn adjudge,
ignore,verb,A2,e'tiborsiz qoldirmoq pisand qilmaslik,игнорировать,To deliberately pay no attention to something or someone.,ɪɡˈnɔː,12376,actions,He decided to ignore the rude comments made by his neighbor.,U qo'shnisining qo'pol gaplarini e'tiborsiz qoldirishga qaror qildi.,disregard neglect,notice
maria,noun,C2,oy dengizlari,моря,Large dark flat areas on the surface of the moon.,ˈmɑɹ.i.ə,12378,nature,Scientists study the maria on the moon to learn about its history.,Olimlar oy tarixini o'rganish uchun oy dengizlarini tadqiq qilishadi.,,
excellence,noun,B2,yuksaklik mukammallik,превосходство,The high quality of being very good at something.,ˈɛksələns,12380,ielts,The university is known for excellence in teaching and scientific research.,Universitet o'qitish va ilmiy tadqiqotlardagi yuksakligi bilan tanilgan.,brilliance,
wealth,noun,B1,boylik,богатство,"A large amount of money, property, or valuable things that someone owns.",wɛlθ,12382,ielts,He used his family wealth to help those in his community.,U o'z oilaviy boyligini mahalladoshlariga yordam berish uchun ishlatdi.,riches,
tall,adjective,A1,baland uzun,высокий,Having a greater height than average or than other things.,tɔːl,12384,describing,The new building is very tall and can be seen from everywhere.,Yangi bino juda baland va uni hamma yerdan ko'rish mumkin.,high,short
somewhere,adverb,A2,qayerdadir,где-то,In or at an unknown or unspecified place.,ˈsʌm.wɛɹ,12386,places,I must have left my keys somewhere in the living room.,Men kalitlarimni mehmonxonada qayerdadir qoldirgan bo'lsam kerak.,,
vacuum,verb,B1,changyutkich bilan tozalash,пылесосить,To clean a floor or carpet using a machine that sucks up dust.,ˈvæ.kjuːm,12388,home,You should vacuum the carpet once a week to keep it clean.,Gilamni toza saqlash uchun haftada bir marta changyutkich bilan tozalash kerak.,hoover,
brass,noun,B2,latun,латунь,A shiny yellow metal made by mixing copper and zinc.,bɹɑːs,12390,ielts,The old door handles were made of polished brass.,Eski eshik tutqichlari yaltiroq latundan yasalgan edi.,,
plaza,noun,B1,maydon xiyobon,площадь,"A public open space in a city, often surrounded by buildings.",ˈplæzə,12392,places,The tourists sat on a bench in the sunny city plaza.,Sayyohlar quyoshli shahar maydonidagi o'rindiqqa o'tirishdi.,square,
survival,noun,B2,omon qolish tirik qolish,выживание,The state of continuing to live or exist after a difficult situation.,səˈvaɪ.vəl,12394,ielts,His survival in the open ocean for three days was a miracle.,Uch kun ochiq dengizda omon qolgani chinakam mo‘’jiza bo‘ldi.,existence endurance,death
quest,noun,C1,izlanish maqsad sari safar,поиск,A long and difficult search for something important or challenging.,kwɛst,12396,ielts,The knight went on a long quest to find the hidden treasure.,Ritsar yashirin xazinani topish uchun uzoq va mashaqqatli safarga otlandi.,search mission,
toe,noun,A2,oyoq barmog‘i,палец ноги,One of the five small parts at the end of your foot.,təʊ,12398,body-health,I accidentally hit my big toe against the corner of the table.,Oyoq bosh barmog‘imni tasodifan stolning burchagiga urib oldim.,,
thumbnail,noun,B2,kichik rasmcha eskiz,миниатюра,A very small image that represents a larger picture or page on a computer.,ˈθʌm.neɪl,12400,work,Click on the thumbnail to see the full version of the photo.,Rasmni to‘liq ko‘rish uchun kichik tasvir ustiga bosing.,miniature icon,
whenever,conjunction,B1,qachonki har gal,когда бы ни,Every time that something happens or is the case.,wəˈnɛvə,12402,time,"Whenever he has a pair of aces, his eyelids twitch.","Har gal qo‘lida ikkita tuz bo‘lsa, uning ko‘z qovoqlari pirpiraydi.",every time,
nova,noun,C2,nova yulduz,новая звезда,A star that suddenly becomes much brighter for a short time.,ˈnəʊ.və,12404,nature,The astronomer was excited to observe the sudden appearance of a nova.,Astronom nova yulduzining to‘satdan paydo bo‘lishini kuzatganidan hayajonlandi.,,
lifetime,noun,B2,umr hayot,продолжительность жизни,The entire period of time during which a person is alive.,ˈlaɪf.taɪm,12406,time,It is the chance of a lifetime to visit such a place.,Bunday joyga tashrif buyurish — bir umrda bir keladigan imkoniyat.,lifespan,
booty,noun,C1,o'lja g'animat,добыча,Valuable goods or money taken from an enemy in war or by theft.,ˈbuːti,12408,actions,The pirates buried their stolen booty on a secret tropical island.,Qaroqchilar o‘g‘irlangan o‘ljalarini sirli tropik orolga ko‘mib tashlashdi.,plunder loot,
forgotten,adjective,A2,esdan chiqqan unutilgan,забытый,Not remembered by someone or no longer in their thoughts.,fəˈɡɒt.n̩,12410,describing,He found a forgotten letter hidden in his old desk drawer.,U eskirgan stol tortmasida yashiringan unutilgan xatni topib oldi.,lost,remembered
acrobat,noun,B2,akrobat dorboz,акробат,A person who performs difficult physical acts like jumping and balancing.,ˈæk.ɹə.bæt,12412,people-family,The acrobat performed amazing stunts high above the circus ring.,Akrobat sirk maydoni uzra juda balandda ajoyib tryuklarni namoyish etdi.,gymnast,
venue,noun,B2,joy manzil,место проведения,A place where people meet for an organized event like a concert or conference.,ˈvɛnjuː,12414,places,They have finally chosen a large venue for the music festival.,Ular nihoyat musiqa festivali uchun katta joy tanlashdi.,location site,
athletic,adjective,B1,sportchi jismonan baquvvat,спортивный,"Having a strong, muscular body or being good at sports.",æθˈlɛt.ɪk,12416,body-health,He has a very athletic build because he plays tennis every day.,U har kuni tennis o'ynagani uchun juda sportchi qomatga ega.,fit muscular,unfit
thermal,adjective,B2,issiqlik issiqlikni saqlovchi,тепловой,Relating to heat or designed to keep you warm by trapping heat.,ˈθɜːməl,12418,describing,You should wear thermal underwear if you go skiing in the mountains.,"Agar tog'da chang'i uchmoqchi bo'lsangiz, issiqlikni saqlovchi ichki kiyim kiyishingiz kerak.",warm heated,
fairly,adverb,B1,yetarlicha ancha,довольно,"To a moderate degree or amount, but not very.",ˈfɛə(ɹ).li,12420,describing,"The test was fairly difficult, but most students finished it on time.","Imtihon ancha qiyin edi, lekin ko'pchilik talabalar uni o'z vaqtida tugatdi.",quite moderately,
intelligent,adjective,B1,aqlli zehnli,умный,"Having the ability to learn, understand, and think in a logical way.",ɪnˈtɛlɪd͡ʒənt,12422,describing,She is an intelligent student who asks very thoughtful questions in class.,U darsda juda o'ylangan savollar beradigan aqlli o'quvchi.,smart clever,stupid
traveler,noun,A2,sayohatchi musofir,путешественник,A person who is travelling or who often travels to different places.,ˈtræv.əl.ər,12424,travel,The lonely traveler walked across the desert under the hot sun.,Yolg'iz sayohatchi jazirama quyosh ostida sahro bo'ylab yurdi.,tourist wayfarer,
enemy,noun,B1,dushman raqib,враг,A person who hates or wants to harm another person or group.,ˈɛnəmi,12426,ielts,He made a lot of enemies after changing the rules at work.,"Ishdagi qoidalarni o'zgartirgach, u ko'plab dushman orttirib oldi.",foe adversary,friend
puzzle,noun,A2,boshqotirma jumboq,головоломка,A game or problem that is difficult and tests your thinking ability.,ˈpʌzəl,12428,actions,Solving this crossword puzzle is much harder than I first thought.,Bu krossvordni yechish o'ylaganimdan ancha qiyinroq ekan.,brainteaser mystery,
aluminum,noun,B2,alyuminiy,алюминий,A silver-white metal that is very light and does not rust.,əˈlu.mɪ.nəm,12430,nature,Many drink cans are made of thin aluminum sheets today.,Hozirgi kunda ko'plab ichimlik idishlari yupqa alyuminiydan yasaladi.,,
wishlist,noun,B1,istaklar ro'yxati,список желаний,A list of things that a person would like to have or buy.,ˈwɪʃ.lɪst,12432,home,I added the camera to my online wishlist for my next birthday.,Men tug'ilgan kunim uchun kamerani onlayn istaklar ro'yxatimga qo'shib qo'ydim.,,
sms,noun,A1,xabar sms,смс,A short written message sent from one mobile phone to another.,ˌes.emˈes,12434,basics,Please send me an sms when you arrive at the train station.,Temir yo'l vokzaliga yetib borganingizda menga xabar yuboring.,text message,
republican,adjective,B2,respublika tarafdori respublikachi,республиканский,Supporting a system of government where the country is led by elected representatives.,ɹɪˈpʌblɪkən,12436,ielts,The politician expressed his strong republican views during the public debate.,Siyosatchi ochiq munozara chog'ida o'zining qat'iy respublikachi qarashlarini bayon qildi.,,monarchist
latter,adjective,C1,ikkinchisi oxirgisi,последний,The second of two people or things that have just been mentioned.,ˈlæt.ə(ɹ),12438,ielts,We had coffee and cake; the latter was absolutely delicious to eat.,Biz kofe va tort ichdik; ikkinchisi juda mazali edi.,,
thick,adjective,A2,qalin yo'g'on,толстый,Having a large distance between two opposite sides or surfaces.,θɪk,12440,describing,He wore a thick coat because it was freezing outside today.,Tashqarida sovuq bo'lgani uchun u qalin palto kiyib oldi.,broad,thin
syndrome,noun,C1,sindrom kasallik belgisi,синдром,A group of signs or symptoms that happen together as part of a disease.,ˈsɪndɹəʊm,12442,body-health,The doctor explained that her symptoms indicate a specific medical syndrome.,Shifokor uning alomatlari ma'lum bir tibbiy sindromdan dalolat berishini tushuntirdi.,,
attendance,noun,B2,qatnashish qatnov,посещаемость,The fact of being present at an event or at a place.,əˈtɛn.dəns,12444,school,Attendance at all the university lectures is important for passing the exam.,Imtihondan o'tish uchun universitetdagi barcha ma'ruzalarda qatnashish muhimdir.,,
penalty,noun,B2,jarima jazo,штраф,A punishment given for breaking a rule or law.,ˈpɛn.əl.ti,12446,ielts,The referee gave a penalty because the player touched the ball.,Hakam o‘yinchi to‘pga qo‘li bilan tegangani uchun jarima zarbasi belgiladi.,punishment sentence,reward
drum,noun,A2,baraban,барабан,A musical instrument that you hit with sticks or your hands to make sound.,ˈdɹʌm,12448,actions,The young boy practiced playing the drums in his room all afternoon.,Yosh bola tushdan keyin xonasida baraban chalishni mashq qildi.,percussion,
builder,noun,A2,quruvchi binokor,строитель,A person whose job is to build or repair houses and other structures.,ˈbɪl.də,12450,work,The builder said the new house will be finished by next month.,Quruvchi yangi uy kelasi oyga bitishini aytdi.,constructor,
vista,noun,C1,manzara,вид,A beautiful view of a large area of countryside or a city.,ˈvɪstə,12452,nature,"From the mountain top, we enjoyed a stunning vista of the valley.",Tog‘ cho‘qqisidan vodiyning ajoyib manzarasidan bahramand bo‘ldik.,view prospect,
flood,noun,B1,toshqin suv toshqini,наводнение,An overflow of a large amount of water onto land that is usually dry.,flʌd,12454,nature,The heavy rain caused a major flood in the town center yesterday.,Kuchli yomg‘ir shahar markazida katta suv toshqinini keltirib chiqardi.,deluge inundation,drought
ease,noun,B2,yengillik osonlik,легкость,The ability to do something without difficulty or much effort.,iːz,12456,describing,She learned to speak the new language with surprising ease.,U yangi tilni hayratlanarli darajada oson o‘rgandi.,easiness facility,difficulty
