headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
morphine,noun,C1,morfin,морфин,A strong drug used in medicine to stop people from feeling severe pain.,ˈmɔː.fiːn,22220,body-health,The doctor administered morphine to the patient to manage his severe pain.,Shifokor bemorning kuchli og'rig'ini qoldirish uchun unga morfin yubordi.,painkiller analgesic,
narrating,verb,B2,hikoya qilayotgan so'zlab berayotgan,рассказывающий,Speaking or writing about events in the form of a story.,nəˈreɪtɪŋ,22222,actions,The actor spent all day narrating the audiobook in the recording studio.,Aktyor kun bo'yi ovoz yozish studiyasida audio kitobni hikoya qilib berdi.,telling relating,
rookie,noun,B2,yangi yangi xodim,новичок,A person who has recently started a job or activity and lacks experience.,ˈɹʊki,22224,work,The rookie made a mistake because he did not know the rules.,Yangi xodim qoidalarni bilmagani uchun xato qilib qo'ydi.,novice beginner,veteran
karate,noun,B1,karate,каратэ,A sport from Japan where people fight using their hands and feet.,kəˈɹɑː.ti,22226,actions,He has been practicing karate for five years at the local club.,U mahalliy klubda besh yildan beri karate bilan shug'ullanadi.,,
grease,noun,B2,yog' moy,жир,"A thick, oily substance used to help machine parts move smoothly without friction.",ɡɹis,22228,home,You need to apply some grease to the gears of the bicycle.,Velosipedning tishli g'ildiraklariga biroz moy surtishing kerak.,lubricant fat,
rebellion,noun,C1,qo'zg'olon isyon,восстание,An act of fighting against the government or an authority in power.,ɹɪˈbɛl.i.ən,22230,ielts,The citizens organized a rebellion against the unfair laws of the country.,Fuqarolar mamlakatdagi adolatsiz qonunlarga qarshi qo'zg'olon ko'tarishdi.,uprising revolt,obedience
nan,noun,B2,non,лепешка,"A type of soft, flat bread often baked in a very hot oven.",næn,22232,food-drink,We ordered some delicious garlic nan to eat with our spicy curry.,Achchiq karri bilan yeyish uchun mazali sarimsoqli non buyurtma qildik.,,
underestimate,verb,B2,kamsitmoq past baholamoq,недооценивать,To think that someone or something is less important or difficult than they really are.,ʌndɚˈɛs.tɪ.meɪt,22234,ielts,Do not underestimate how much effort this project will take to finish.,Bu loyihani tugatish qancha kuch talab qilishini past baholamang.,misjudge belittle,overestimate
barber,noun,A2,sartarosh,парикмахер,A person whose job is to cut men's hair and trim their beards.,ˈbɑː.bə,22236,people-family,I went to the local barber to get my hair cut short.,Sochimni qisqartirish uchun mahalliy sartaroshnikiga bordim.,hairdresser hairstylist,
stray,verb,B2,adashib ketmoq yo'ldan chiqmoq,сбиться с пути,To move away from the correct path or the group you are with.,stɹeɪ,22238,actions,Try not to stray too far from the group during the tour.,Ekskursiya vaqtida guruhdan juda uzoqlashib ketmaslikka harakat qiling.,wander deviate,
sixteen,noun,A1,o'n olti,шестнадцать,The number that is one more than fifteen.,ˈsɪks.tiːn,22240,basics,My little brother will turn sixteen years old in two months.,Kichkina ukam ikki oydan keyin o'n oltiga to'ladi.,,
slower,adjective,A2,sekinroq,медленнее,Moving or happening with less speed than before or than someone else.,ˈsləʊə,22242,describing,The traffic is much slower today because of the heavy rain outside.,Tashqaridagi kuchli yomg'ir sababli bugun tirbandlik ancha sekinroq.,,faster
sabotage,verb,C1,atashtirmoq qasddan buzmoq,саботировать,To secretly damage or destroy something to prevent it from being successful.,ˈsæ.bəˌtɑːʒ,22244,ielts,Someone tried to sabotage the project by deleting all the important files.,Kimdir muhim fayllarni o'chirib loyihani barbod qilishga urindi.,undermine wreck,support
rabbi,noun,B2,rabbin yahudiy ruhoniysi,раввин,A Jewish scholar or teacher who is the leader of a religious community.,ˈɹæ.baɪ,22246,people-family,The local rabbi led the morning service at the community synagogue.,Mahalliy rabbin sinagogada tonggi ibodatni boshqarib bordi.,teacher scholar,
squirrel,noun,A2,olmaxon,белка,A small animal with a long furry tail that lives in trees and eats nuts.,ˈskwɪ.ɹ(ə)l,22248,animals,I saw a cute squirrel running quickly up the big oak tree.,Men katta eman daraxtiga tezda chiqib ketayotgan yoqimtoy olmaxonni ko'rdim.,,
committing,verb,B2,sodir etish bajarish,совершение,"To do something illegal or harmful, or to promise to do something seriously.",kəˈmɪtɪŋ,22250,actions,He is committing a serious crime by stealing from the company vault.,U kompaniya seyfidan o'g'irlik qilib jiddiy jinoyat sodir etyapti.,perpetrating performing,
werewolf,noun,C1,bo'riodam odamxo'r,оборотень,A mythical person who turns into a wolf during a full moon.,ˈwɛːwʊlf,22252,nature,The scary movie featured a werewolf that attacked the quiet village.,Qo'rqinchli filmda tinch qishloqqa hujum qilgan bo'riodam haqida hikoya qilinadi.,lycanthrope wolfman,
slipping,verb,B1,sirpanish toyish,скольжение,To slide by accident or move somewhere without being noticed.,ˈslɪpɪŋ,22254,actions,I was slipping on the ice because the pavement was very wet.,Yo'lak juda ho'l bo'lgani uchun muz ustida sirpanib ketdim.,sliding skidding,
cavalry,noun,C1,otliq qo'shin kavaleriya,кавалерия,Soldiers who fight while riding horses or in armored vehicles.,ˈkæ.vəl.ɹi,22256,ielts,The general ordered the cavalry to charge at the enemy line.,General otliq qo'shinga dushman safiga hujum qilishni buyurdi.,horsemen troopers,
lam,verb,C2,urish kaltaklash,бить,To hit someone very hard in an informal way.,læm,22258,actions,The bully threatened to lam him if he did not pay up.,"Bezorilar agar pul to'lamasa, uni urib qo'yish bilan tahdid qilishdi.",thwack thrash,
bomber,noun,B2,bombardimonchi samolyot,бомбардировщик,A military aircraft that is used to carry and drop bombs on targets.,ˈbɒmə(ɹ),22260,places,The bomber flew over the city at a very high altitude.,Bombardimonchi samolyot shahar uzra juda baland uchdi.,,
irrelevant,adjective,B2,aloqasi yo'q ahamiyatsiz,неуместный,Not connected to the current topic and therefore not important.,ɪˈɹɛl.ə.vənt,22262,ielts,Please focus on the topic and stop mentioning irrelevant details.,Iltimos mavzuga e'tibor qarating va ahamiyatsiz detallarni gapirmang.,unrelated unimportant,relevant
savior,noun,B2,qutqaruvchi najotkor,спаситель,"A person who saves someone from danger, harm, or difficulty.",ˈseɪvjɚ,22264,people-family,He was seen as the savior of the struggling local business.,U inqirozga yuz tutgan mahalliy korxonaning qutqaruvchisi sifatida ko'rildi.,rescuer liberator,
veil,noun,C1,parda yopinchiq,вуаль,A thin piece of material worn to hide the face or an object.,veɪl,22266,clothes,The bride wore a long white veil over her face.,Kelinchak yuziga uzun oq parda tutib olgan edi.,cover screen,
tramp,noun,C1,daydi sarson,бродяга,A person who has no home or job and travels from place to place.,ˈtɹæmp,22268,people-family,The old tramp spent his cold nights sleeping under the bridge.,Keksaygan daydi sovuq tunlarini ko'prik ostida o'tkazardi.,vagabond hobo,
perfection,noun,B2,mukammallik benuqsonlik,совершенство,The state of being complete and correct with no faults at all.,pɚˈfɛk.ʃən,22270,ielts,She practiced the piano for hours every day to achieve perfection.,U mukammallikka erishish uchun har kuni soatlab pianino chaldi.,excellence flawlessness,imperfection
shutting,verb,A2,yopish yopilayotgan,закрывание,The action of closing something like a door or a window.,ˈʃʌtɪŋ,22272,actions,He heard the sound of a door shutting in the hallway.,U yo'lakda eshikning yopilayotgan ovozini eshitdi.,closing,opening
enthusiasm,noun,B2,jo'shqinlik ishtiyoq,энтузиазм,A strong feeling of excitement and interest in something you enjoy doing.,ɪnˈθuziæzəm,22274,feelings,They have a great enthusiasm for learning how to play the guitar.,Ularda gitara chalishni o'rganishga juda katta ishtiyoq bor.,eagerness passion,apathy
battalion,noun,C1,batalyon,батальон,A large group of soldiers that is part of an army regiment.,bəˈtæl.i.ən,22276,work,The battalion was ordered to move forward to the front line.,Batalyonga oldingi chiziqqa qarab siljish buyrug'i berildi.,unit force,
moustache,noun,B1,mo'ylov,усы,Hair that a man grows on his upper lip.,məˈstɑːʃ,22278,body-health,He decided to grow a thick moustache during his summer holiday.,U yozgi ta'tilda qalin mo'ylov qo'yishga qaror qildi.,,
irresponsible,adjective,B2,mas'uliyatsiz,безответственный,Not thinking about the bad effects of your actions on other people.,ˌɪɹ.ɪˈspɒn.sə.bəl,22280,describing,It is irresponsible to leave small children alone in the house.,Kichkina bolalarni uyda yolg'iz qoldirish mas'uliyatsizlikdir.,reckless careless,responsible
sweaty,adjective,B1,terlagan,потный,"Covered in or smelling of sweat, usually from exercise or hot weather.",ˈswɛti,22282,body-health,John felt much better after changing his sweaty gym clothes.,Jon terlab ketgan sport kiyimlarini almashtirgandan so'ng ancha yengil tortdi.,sweating,
noel,noun,C2,ro'jdestvo qo'shig'i,рождественский гимн,A traditional song that is sung at Christmas.,nəʊˈɛl,22284,ielts,The choir sang a beautiful noel to celebrate the festive season.,Xor bayram kunlarini nishonlash uchun go'zal Rojdestvo qo'shig'ini kuyladi.,carol,
distraction,noun,B2,chalg'ituvchi narsa,отвлечение,Something that stops you from paying attention to what you are doing.,dɪsˈtɹæk.ʃən,22286,school,We must remove every distraction if we want to finish this task.,"Agar bu vazifani tugatmoqchi bo'lsak, barcha chalg'ituvchi narsalarni yo'qotishimiz kerak.",interruption,
parrot,noun,A2,to'ti,попугай,A brightly colored bird that can copy human speech.,ˈpæɹət,22288,animals,My parrot can copy many sounds it hears in the house.,To'tim uyda eshitgan ko'plab tovushlarni qaytara oladi.,mimic,
steed,noun,C1,velosiped temir tulpor,велосипед,A humorous way to refer to one's bicycle or other vehicle.,stiːd,22290,travel,I jumped on my trusty steed and cycled to the park quickly.,Ishonchli temir tulporimga minib park tomon tezda yo'l oldim.,bike,
whipped,adjective,B2,ko'pirtirilgan,взбитый,Describing food that has been beaten until it is light and fluffy.,ʍɪpt,22292,food-drink,She added a generous scoop of whipped cream to her hot chocolate.,U issiq shokoladiga bir qoshiq ko'pirtirilgan qaymoq solib qo'ydi.,,
piggy,noun,A1,cho'chqacha,поросенок,A child's word for a young pig.,ˈpɪɡi,22294,animals,The children were delighted to see the little piggy in the barn.,Bolalar omborxonadagi cho'chqachani ko'rib juda quvonishdi.,piglet,
pause,verb,A2,to'xtab turish tanaffus qilish,пауза,To stop what you are doing for a very short time.,pɔːz,22296,actions,Please pause the movie for a moment while I get some water.,"Iltimos, suv olib kelgunimcha kinoni ozgina to'xtatib turing.",stop wait,continue
dinosaur,noun,A2,dinozavr,динозавр,A large animal that lived millions of years ago but is now extinct.,ˈdaɪnəsɔː(ɹ),22298,nature,We visited the museum to see the giant skeleton of a dinosaur.,"Biz muzeyga borib, ulkan dinozavr skeletini tomosha qildik.",,
acquaintance,noun,B2,tanish,знакомый,"A person you know, but who is not a close friend.",əˈkweɪntəns,22300,people-family,"He is just an acquaintance from work, not a close personal friend.","U ishdan shunchaki tanishim, yaqin do'stim emas.",,friend
bedtime,noun,A1,uyqu vaqti yotish vaqti,время сна,The time when you usually go to bed to sleep.,ˈbɛdtaɪm,22302,time,"It is way past your bedtime, so please turn off the lights.","Uxlash vaqtingizdan ancha o'tib ketdi, shuning uchun chiroqni o'chiring.",,
rooster,noun,A2,xo'roz,петух,A male chicken known for crowing in the morning.,ˈɹuːstə,22304,animals,The loud cry of the rooster woke everyone up at dawn.,Xo'rozning qichqirig'i tongda barchani uyg'otib yubordi.,cock,
banker,noun,B2,bankir bank xodimi,банкир,A person who owns or helps to manage a bank.,ˈbæŋkəː,22306,work,The senior banker approved the large loan for our new business venture.,Katta bankir yangi biznesimiz uchun katta miqdorda kredit ajratdi.,financier,
assassination,noun,C1,suiqasd qotillik,убийство,The act of murdering an important person for political or religious reasons.,əˌsæs.ɪˈneɪ.ʃən,22308,ielts,The political assassination caused widespread panic throughout the entire country.,Siyosiy suiqasd butun mamlakat bo'ylab keng tarqalgan vahimaga sabab bo'ldi.,murder killing,
cupboard,noun,A2,javon shkaf,шкаф,"A piece of furniture with shelves used for storing food, dishes, or household items.",ˈkʌb.əd,22310,home,Please put the clean plates back into the kitchen cupboard after washing.,"Iltimos, toza likopchalarni yuvib bo'lgach, oshxona javoniga joylab qo'ying.",cabinet closet,
sanctuary,noun,C1,panoh qo'riqxona,заповедник,A safe place where people or animals are protected from danger.,ˈsæŋktjʊəɹi,22312,nature,The mountain forest serves as a quiet sanctuary for many endangered species.,Tog' o'rmoni ko'plab yo'qolib borayotgan turlar uchun osoyishta panoh vazifasini o'taydi.,refuge haven,
purely,adverb,B2,faqatgina asosan,исключительно,Only for one reason or in one way; completely and only.,ˈpjʊəli,22314,ielts,It was purely by chance that we met at the airport today.,Bugun aeroportda uchrashib qolishimiz shunchaki tasodif edi.,simply entirely,
temptation,noun,B2,vasvasa nafs,искушение,"A strong desire to do something, especially something you know you should not.",ˌtɛmpˈteɪʃən,22316,feelings,She managed to resist the temptation to eat the entire chocolate cake.,U butun shokoladli tortni yeb qo'yish vasvasasiga qarshi tura oldi.,attraction urge,
vibe,noun,B1,muhit kayfiyat,атмосфера,The mood or atmosphere of a place or the feeling someone gives off.,vaɪb,22318,feelings,I got a bad vibe from the meeting and decided to leave.,Majlisdan yomon kayfiyat oldim va chiqib ketishga qaror qildim.,feeling aura,
gong,noun,C1,gong,гонг,A large round metal plate that makes a deep sound when hit with a hammer.,ɡɒŋ,22320,actions,The referee struck the gong to signal the end of the round.,Hakam raund tugaganini bildirish uchun gongni chaldi.,,
scrap,verb,B2,bekor qilmoq voz kechmoq,отменять,"To decide not to use a plan, system, or object anymore.",ˈskɹæp,22322,work,The council decided to scrap the plans for the new shopping mall.,Kengash yangi savdo markazi rejalaridan voz kechishga qaror qildi.,cancel abort,
careless,adjective,B1,e'tiborsiz beparvo,невнимательный,"Not giving enough attention to what you are doing, leading to mistakes.",ˈkɛəlɪs,22324,describing,A careless mistake in the calculation cost him his entire bonus.,Hisob-kitobdagi e'tiborsiz xato uning butun mukofot pulidan mahrum qildi.,reckless negligent,careful
dove,noun,B2,kabutar,голубь,A small white bird often used as a symbol of peace.,dʌv,22326,animals,The artist painted a white dove flying over the blue city sky.,Rassom osmon bo‘ylab uchib ketayotgan oppoq kabutarni chizdi.,pigeon,hawk
sloppy,adjective,B2,betartib beparvo,неряшливый,Done in a careless way that is not neat or accurate.,ˈslɒp.i,22328,describing,The student received a poor grade because of his sloppy handwriting.,O‘quvchi yozuvi betartib bo‘lgani uchun past baho oldi.,messy untidy,neat
hideous,adjective,C1,juda xunuk badbashara,отвратительный,Extremely ugly or unpleasant to look at.,ˈhɪd.i.əs,22330,describing,She refused to wear the hideous dress at her sister's wedding.,U singlisining to‘yida o‘sha juda xunuk ko‘ylakni kiyishdan bosh tortdi.,ugly dreadful,beautiful
lizard,noun,B1,kaltakesak,ящерица,A small reptile with four legs and a long tail.,ˈlɪz.əːd,22332,animals,A small green lizard ran across the hot garden wall.,Kichkina yashil kaltakesak bog‘dagi issiq devor ustidan yugurib o‘tdi.,,
intern,noun,B2,amaliyotchi stajyor,стажёр,A student or trainee who works to gain experience in a profession.,ɪnˈtɝn,22334,work,The new intern is helping the marketing team with their daily tasks.,Yangi amaliyotchi marketing jamoasiga kundalik ishlarida yordam bermoqda.,trainee apprentice,
psych,noun,C1,psixologiya,психология,The study of the mind and how it influences human behavior.,saɪk,22336,ielts,He decided to study psych because he wants to understand human nature.,U inson tabiatini tushunishni istagani uchun psixologiyani o‘rganishga qaror qildi.,psychology,
peasant,noun,C1,dehqon qishloqi,крестьянин,A person who lives in the country and works on a farm.,ˈpɛzənt,22338,people-family,The peasant worked in the fields from sunrise until late at night.,Dehqon quyosh chiqqandan kechgacha dalada ishladi.,farmer,
squeal,verb,B2,qichqirmoq qiyqirmoq,визжать,"To make a long, high-pitched sound or cry.",skwiːl,22340,actions,The children began to squeal with joy when they saw the puppies.,Bolalar kuchukchalarni ko‘rib quvonchdan qiyqira boshlashdi.,scream shriek,
comb,verb,A2,tarash taroq bilan taramoq,расчесывать,To tidy or arrange your hair using a special toothed object.,kəʊm,22342,body-health,You should comb your hair properly before you go to work.,Ishga borishdan oldin sochingizni yaxshilab tarab olishingiz kerak.,groom brush,
bash,verb,B2,qattiq urmoq zarb bilan urmoq,колотить,To hit something or someone very hard with a heavy object.,bæʃ,22344,actions,"If the engine will not start, try to bash it gently.",Agar dvigatel o‘tmasa uni sekinroq urib ko‘ring.,strike hit,
platoon,noun,B2,vzvod bo‘linma,взвод,A small group of soldiers who are part of a larger army unit.,pləˈtuːn,22346,ielts,The platoon was sent to the front line early this morning.,Vzvod bugun erta tongda oldingi saflarga yuborildi.,unit detachment,
junkie,noun,C1,ishqiboz muxlis,любитель,A person who is extremely enthusiastic about a specific activity or interest.,ˈd͡ʒʌŋki,22348,ielts,My brother is a travel junkie who visits new countries every month.,Akam har oy yangi davlatlarga boradigan sayohat ishqibozi.,aficionado enthusiast,
summoned,verb,C1,chaqirilgan taklif etilgan,вызванный,To officially order someone to come to a particular place.,ˈsʌmənd,22350,ielts,The manager summoned the team for an urgent meeting this afternoon.,Menejer bugun tushdan keyin jamoani zudlik bilan yig‘ilishga chaqirdi.,called sent,dismissed
righteous,adjective,C1,haqqoniy solih,праведный,Acting in a way that is morally right and follows good principles.,ˈɹaɪt͡ʃəs,22352,ielts,Human beings should take a righteous path to promote kindness and beauty.,Insonlar ezgulik va go‘zallikni targ‘ib qilish uchun to‘g‘ri yo‘ldan borishlari kerak.,virtuous moral,immoral
armies,noun,B1,qo‘shinlar armiyalar,армии,Large organized groups of soldiers trained to fight in a war.,ˈɑɹ.miz,22354,ielts,The two opposing armies met on the battlefield early in the morning.,Ikki qarama-qarshi qo‘shin erta tongda jang maydonida uchrashdi.,forces troops,
thirst,noun,B1,chanqoqlik tashnalik,жажда,A strong feeling of needing to drink water or a deep desire for something.,θɜːst,22356,body-health,We developed a great thirst while hiking through the dry desert mountains.,Quruq cho‘l tog‘larida yurganimizda juda qattiq chanqab qoldik.,craving longing,
rendezvous,noun,C1,uchrashuv uchrashuv joyi,свидание,A pre-arranged meeting or a place where people have agreed to meet.,ˈɹɒndɪˌvuː,22358,ielts,I have a secret rendezvous with a business partner at noon today.,Bugun tushda biznes sherigim bilan maxfiy uchrashuvim bor.,meeting,
caller,noun,B1,qo'ng'iroq qiluvchi mehmon,звонящий,A person who is making a phone call or visiting someone at home.,ˈkɔː.lə,22360,actions,I did not recognize the caller so I did not answer it.,"Qo'ng'iroq qiluvchini tanimadim, shuning uchun javob bermadim.",visitor,
cunning,adjective,C1,ayyor makkor,хитрый,Using clever or dishonest ways to get what you want.,ˈkʌnɪŋ,22362,describing,The cunning fox found a way to open the chicken coop door.,Ayyor tulki tovuqxona eshigini ochishning yo'lini topdi.,sly crafty,naive
grunt,verb,B2,g'o'ldiramoq xirillamoq,ворчать,"To make a short low sound in the throat, often when tired or annoyed.",ɡɹʌnt,22364,actions,"He did not say anything, he just grunted and turned away again.","U hech narsa demadi, shunchaki g'o'ldiradi va yana yuzini o'girdi.",snort,
knot,noun,B2,tugun,узел,A tight part where a rope or string has been tied around itself.,nɒt,22366,home,It is difficult to untie this knot because the rope is wet.,"Bu tugunni yechish qiyin, chunki arqon ho'l.",tangle,
granddad,noun,A1,bobo,дедушка,The father of your mother or your father.,ˈɡrænd.dæd,22368,people-family,My granddad loves to tell us stories about his childhood in village.,Bobom bizga qishloqdagi bolaligi haqida hikoyalar aytib berishni yaxshi ko'radi.,grandfather,
massacre,noun,C1,qirg'in qatliom,резня,The violent killing of a large group of people.,ˈmæs.ə.kə(ɹ),22370,ielts,The history books describe the tragic massacre that occurred during the war.,Tarix kitoblarida urush davrida sodir bo'lgan fojiali qirg'in tasvirlangan.,slaughter,
grenade,noun,C1,granata,граната,A small bomb that you can throw by hand.,ɡɹəˈneɪd,22372,ielts,The soldier pulled the pin and threw the grenade at the wall.,Askarlar granatani dushman istehkomiga uloqtirishdi.,,
elbow,noun,B1,tirsak,локоть,The part of your arm in the middle that bends.,ˈɛlbəʊ̯,22374,body-health,He fell down and hurt his elbow while playing football.,"Futbol o‘ynayotganda yiqilib, tirsagini shikastlab oldi.",elbow joint,
thirteen,noun,A1,o‘n uch,тринадцать,The number that comes after twelve.,ˌθɜːˈtiːn,22376,basics,My little brother is thirteen years old today.,Bugun ukam o‘n uch yoshga to‘ldi.,,
flown,verb,A2,uchib ketgan,улетевший,The past participle form of the verb fly.,ˈfləʊn,22378,actions,The birds have flown south for the cold winter.,Qushlar sovuq qish uchun janubga uchib ketishdi.,,
mustard,noun,B1,xantal,горчица,A spicy yellow paste made from seeds used to flavor food.,ˈmʌstəɹd,22380,food-drink,He likes to put some mustard on his hot dog.,U hot-dogiga biroz xantal surishni yaxshi ko‘radi.,,
freakin,adverb,B2,juda nihoyatda,чертовски,"An informal word used to add emphasis, often expressing annoyance or surprise.",ˈfriːkɪn,22382,actions,It is a freakin cold day to be working outside right now.,Tashqarida ishlash uchun bugun juda sovuq kun.,bloody damn,
wont,adjective,C2,odat qilib olgan odatlangan,привыкший,Having the habit of doing something regularly.,wʌnt,22384,ielts,He is wont to wake up very early every single morning.,U har kuni ertalab juda barvaqt uyg'onishni odat qilgan.,accustomed prone,
weep,verb,B2,yig'lamoq ko'z yosh to'kmoq,плакать,To cry tears because of strong emotions like sadness or happiness.,wiːp,22386,feelings,She began to weep when she heard the very sad news.,U juda qayg'uli xabarni eshitganda yig'lab yubordi.,cry sob,laugh
mourning,noun,B2,motam aza,траур,The period of sadness following the death of someone you loved.,ˈmoɹnɪŋ,22388,feelings,The whole country is in mourning after the president passed away.,Prezident vafotidan so'ng butun mamlakat motam tutmoqda.,grief sorrow,
janitor,noun,B1,farrosh xizmatchi,уборщик,A person employed to keep a building clean and in good condition.,ˈd͡ʒænɪtə,22390,work,The janitor cleaned the school hallways after all the students left.,"Barcha o'quvchilar ketgach, farrosh maktab yo'laklarini tozalab chiqdi.",caretaker cleaner,
filth,noun,C1,kir ifloslik,грязь,Extremely dirty or foul matter that makes an area unpleasant to be in.,fɪlθ,22392,home,We had to remove all the filth before we could start painting.,Bo'yash ishlarini boshlashdan oldin biz hamma kir-ifloslikni tozalashimiz kerak edi.,dirt grime,cleanliness
momma,noun,A2,ona onajon,мама,A familiar or affectionate word used to call one's mother.,ˈmɒmə,22394,people-family,My momma is very kind and always cooks my favorite meals.,Onajonim juda mehribon va doim sevimli ovqatlarimni pishirib beradi.,mom mother,
jackass,noun,B2,axmoq nodon,придурок,A person who behaves in a very rude or stupid way.,ˈd͡ʒækæs,22396,describing,Don't be a jackass and listen to what your teacher says.,"Axmoqlik qilma va o'qituvching nima deyotgan bo'lsa, shuni eshit.",jerk idiot,
magistrate,noun,C1,sudya mirshab,мировой судья,A local official who works as a judge in a minor court.,ˈmæd͡ʒ.ɪˌstɹeɪt,22398,work,The magistrate listened to the evidence before making a final decision.,Sudya yakuniy qarorni qabul qilishdan oldin dalillarni eshitib chiqdi.,judge justice,
jasmine,noun,B1,yasmin,жасмин,A garden plant with very sweet-smelling white or yellow flowers.,ˈd͡ʒæzmɪn,22400,nature,The garden was filled with the sweet scent of blooming jasmine.,Bog' ochilib yotgan yasmin gullarining xushbo'y hidiga to'lib ketdi.,,
womb,noun,B2,bachadon,матка,The part of a woman's body where a baby grows before it is born.,wuːm,22402,body-health,The baby grows inside the mother's womb for nine months.,Chaqaloq to'qqiz oy davomida ona bachadonida rivojlanadi.,uterus,
injustice,noun,B2,adolatsizlik nohaqlik,несправедливость,The quality of being unfair or not respecting the rights of other people.,ɪnˈd͡ʒʌs.tɪs,22404,ielts,Silence in the face of gross injustice comes at a high price.,Adolatsizlik qarshisida jim turish qimmatga tushadi.,unfairness bias,justice
fracture,noun,C1,suyak sinishi sinish,перелом,A break or crack in a bone or hard material like rock.,ˈfɹæk.t͡ʃʰəː,22406,body-health,The doctor confirmed that there was a small fracture in his leg.,Shifokor oyog'ida kichik sinish borligini tasdiqladi.,break crack,
insanity,noun,C1,jinniylik aqldan ozish,безумие,The condition of having a serious mental illness or being very foolish.,ɪnˈsænɪti,22408,body-health,The defendant pleaded insanity in the hope of getting a shorter sentence.,Sudlanuvchi jazoni kamaytirish umidida o'zini jinnilikka soldi.,madness craziness,lucidity
blossom,verb,B2,gullash rivojlanish,расцветать,To develop in a healthy or successful way over a period of time.,ˈblɒs.əm,22410,nature,She began to blossom after she started her new job last month.,O'tgan oyda yangi ish boshlaganidan so'ng u o'zini ko'rsata boshladi.,flourish thrive,
agony,noun,C1,azob qiynoq,мучение,Extreme physical or mental suffering that is very difficult to handle.,ˈæɡ.ə.ni,22412,feelings,When the heavy stone fell on her foot she cried in agony.,Og'ir tosh oyog'iga tushganida u og'riqdan baqirib yubordi.,anguish torment,
eighteen,noun,A1,o'n sakkiz,восемнадцать,The number that is one more than seventeen.,ˈeɪ(t).tin,22414,basics,My younger brother will turn eighteen years old next summer.,Kichik ukam kelasi yozda o'n sakkiz yoshga to'ladi.,,
shack,noun,C1,kulba vayrona,хижина,"A small, simple building that is often in poor condition.",ʃæk,22416,home,They lived in a small wooden shack by the river all winter.,Ular qish bo'yi daryo bo'yidagi kichkina yog'och kulbada yashashdi.,hut shanty,
definite,adjective,B1,aniq belgilangan,определённый,Clearly defined or decided; certain and not likely to change.,ˈdɛfɪnɪt,22418,describing,We need to set a definite date for our next big meeting.,Keyingi katta yig'ilishimiz uchun aniq sana belgilab olishimiz kerak.,certain fixed,vague
scrub,verb,B2,ishqalab yuvmoq tozalamoq,тереть,To clean something by rubbing it hard with a brush or cloth.,skɹʌb,22420,actions,You need to scrub the floor to get those stains out properly.,Dog'larni yaxshilab ketkazish uchun polni ishqalab yuvishing kerak.,scour clean,
ruler,noun,A1,chizg'ich,линейка,A flat tool used for drawing straight lines or measuring lengths.,ˈɹuːlə,22422,school,Use a ruler to draw a straight line in your notebook.,Daftaringizga to'g'ri chiziq chizish uchun chizg'ichdan foydalaning.,,
bitten,verb,A2,tishlangan,укушенный,"Past participle of bite, meaning to have cut something with teeth.",ˈbɪt.ən,22424,actions,My little brother has been bitten by a stray dog outside.,Kichkina ukamni tashqarida daydi it tishlab olibdi.,,
antidote,noun,C1,zahar qaytaruvchi vosita,противоядие,A substance that stops the harmful effects of a poison.,ˈæn.tɪ.doʊt,22426,body-health,The doctor quickly gave the patient an antidote for the snake venom.,Shifokor bemorga ilon zahari uchun darhol dori berdi.,remedy,
bunk,noun,B1,yotoq karavot,койка,"A narrow bed, often one of two fixed to a wall one above another.",bʌŋk,22428,home,My son prefers sleeping on the top bunk of his bed.,O'g'lim karavotining yuqori qavatida uxlashni afzal ko'radi.,berth cot,
graveyard,noun,B2,qabriston,кладбище,"A place where dead people are buried, often next to a church.",ˈɡɹeɪvˌjɑɹd,22430,places,They walked past the old graveyard on their way to the village.,"Qishloqqa ketayotib, eski qabriston yonidan o'tib ketishdi.",cemetery,
lemonade,noun,A2,limonad gazli ichimlik,лимона́д,"A sweet drink made with lemon juice, sugar, and water.",ˌlɛmənˈeɪd,22432,food-drink,We drank cold lemonade on the porch during the hot afternoon.,Issiq kunda ayvonda o‘tirib sovuq limonad ichdik.,soda drink,
dusty,adjective,B1,chang bosgan changli,пы́льный,Covered with or full of tiny pieces of dirt or dust.,ˈdʌsti,22434,describing,He wiped the dusty shelf with an old piece of cloth.,U chang bosgan javonni eski latta bilan artib chiqdi.,dirty unclean,clean
felony,noun,C1,og‘ir jinoyat,тя́жкое преступле́ние,A very serious crime that is punishable by a long time in prison.,ˈfɛləni,22436,ielts,He was sent to prison after committing a serious felony last year.,O‘tgan yili og‘ir jinoyat sodir etgani uchun u qamoqqa tashlandi.,crime offense,misdemeanor
strangely,adverb,B1,g'alati ajib,странно,In a way that is unusual or difficult to explain.,ˈstɹeɪnd͡ʒli,22438,describing,"Though I had never been there, the house looked strangely familiar.","U yerda hech qachon bo'lmagan bo'lsam-da, uy menga g'alati tarzda tanish tuyuldi.",oddly unusually,normally
