headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
jail,noun,A2,qamoqxona hibsxona,тюрьма,A place where people are kept when they have broken the law.,d͡ʒeɪl,16286,places,The man was sent to jail after he was caught stealing cars.,Haligi odam mashina o'g'irlagani uchun qamoqqa tashlandi.,prison,
safely,adverb,A2,xavfsiz bexatar,безопасно,Doing something in a way that avoids danger or harm.,ˈseɪfli,16288,actions,You should cross the street only when it is safe to do so.,Ko'chani faqat xavfsiz bo'lganda kesib o'tishingiz kerak.,securely carefully,dangerously
finite,adjective,C1,cheklangan tugaydigan,конечный,Having a clear end or a limit that can be counted.,ˈfaɪ.naɪt,16290,ielts,Our planet has finite natural resources that we must protect carefully.,Sayyoramizning tabiiy resurslari cheklangan va biz ularni asrashimiz kerak.,limited bounded,infinite
kidney,noun,B2,buyrak,почка,A part of your body that cleans your blood and produces urine.,ˈkɪdni,16292,body-health,Drinking plenty of water helps your kidneys work much better.,Ko'p suv ichish buyraklaringizning ancha yaxshi ishlashiga yordam beradi.,,
periodically,adverb,B2,vaqti-vaqti bilan,периодически,Happening occasionally or at regular intervals of time.,ˌpɪə.riˈɒd.ɪ.kli,16294,time,You should update your computer software periodically to fix bugs.,Xatolarni tuzatish uchun kompyuter dasturlarini vaqti-vaqti bilan yangilab turish kerak.,occasionally sometimes,
durable,adjective,B2,pishiq chidamli,прочный,Able to last for a long time without breaking or wearing out.,ˈdʊɹəbəl,16296,describing,These shoes are very durable and will last for several years.,Bu poyabzallar juda pishiq va bir necha yilga yetadi.,long-lasting tough,fragile
moisture,noun,B2,namlik nam,влага,"A very small amount of liquid, often found on the surface of something.",ˈmɔɪs.t͡ʃə,16298,nature,Plants need enough moisture in the soil to grow properly.,O'simliklar to'g'ri o'sishi uchun tuproqda yetarli namlik bo'lishi kerak.,dampness humidity,
roster,noun,B2,ish rejasi navbatchilik ro'yxati,список дежурных,A list of names showing when each person must perform a specific task or shift.,ˈɹɒs.tə,16300,work,The manager posted the new work roster on the office wall today.,Menejer bugun ofis devoriga yangi ish rejasini osib qo'ydi.,schedule rota,
referring,verb,B1,nazarda tutish ishora qilish,иметь в виду ссылаться,To speak about or mention someone or something while you are talking or writing.,ɹɪˈfɜː.ɹɪŋ,16302,actions,I am referring to the report that you submitted to me yesterday.,Men kecha menga topshirgan hisobotingizni nazarda tutyapman.,mentioning indicating,
timer,noun,A2,taymer vaqt o'lchagich,таймер,A device that measures time and signals when a set period has finished.,ˈtaɪmɚ,16306,time,I set the kitchen timer for ten minutes to bake the cake.,Keks pishirish uchun oshxona taymerini o‘n daqiqaga belgilab qo‘ydim.,stopwatch clock,
educators,noun,B2,o'qituvchilar pedagoglar,педагоги,People whose job is to teach or educate others in schools or universities.,ˈedʒukeɪtərz,16308,school,Modern educators often use digital tools to engage their students more effectively.,Zamonaviy o‘qituvchilar o‘quvchilarni yaxshiroq jalb qilish uchun raqamli vositalardan foydalanadilar.,teachers instructors,
verse,noun,C1,misra she'riy band,стих,A single section or part of a poem or song.,ˈvɝs,16310,ielts,The singer forgot the words to the second verse of the song.,Qo‘shiqchi qo‘shiqning ikkinchi bandidagi so‘zlarni esidan chiqarib qo‘ydi.,stanza poetry,
humanities,noun,C1,gumanitar fanlar,гуманитарные науки,"Subjects like history, literature, and art that study human culture and society.",hjuˈmæn.ɪ.tiz,16312,ielts,Students in the humanities often analyze historical texts to understand past cultures.,Gumanitar fanlar talabalari o‘tgan madaniyatni tushunish uchun tarixiy matnlarni tahlil qiladilar.,arts philosophy,
independently,adverb,B2,mustaqil ravishda o'zicha,независимо,Doing something alone without help or influence from other people.,ˌɪndɪˈpɛndəntli,16314,actions,The students were asked to complete the assignment independently at home.,Talabalardan uy vazifasini uyda mustaqil ravishda bajarish so‘raldi.,alone separately,dependently
scratch,verb,B1,qashimoq tirnamoq,царапать,To rub your skin with your nails to stop an uncomfortable itchy feeling.,skɹæt͡ʃ,16316,body-health,"If you get a mosquito bite, try not to scratch the itchy skin.","Agar chivin chaqib olsa, qichishgan joyni qashimaslikka harakat qiling.",rub scrape,
alignment,noun,B2,tekislash moslashuv,выравнивание,The state of being positioned in a straight line or in correct relative order.,əˈlaɪn.mənt,16318,ielts,The wheels of the car need alignment to drive straight on road.,Mashina to'g'ri yurishi uchun g'ildiraklarining tekislanishi kerak.,arrangement ordering,misalignment
competitors,noun,B1,raqobatchilar musobaqalashuvchilar,конкуренты,People or organizations that try to be more successful than others in the same field.,kəmˈpet.ɪ.tərz,16320,work,We must offer better prices than our competitors to win more sales.,Ko'proq savdo qilish uchun raqobatchilardan yaxshiroq narx taklif qilishimiz kerak.,rivals opponents,partners
rocket,noun,B2,raketa,ракета,A vehicle or projectile that is powered by an engine releasing burning gases.,ˈɹɒk.ɪt,16322,travel,The space agency is planning to launch a new rocket next month.,Kosmik agentlik kelasi oy yangi raketa uchirishni rejalashtirmoqda.,missile,
aye,interjection,C1,ha,да,A formal or old-fashioned way of saying yes.,eɪ,16324,actions,The committee voted with a loud chorus of ayes to the proposal.,"Qo'mita a'zolari taklifga ovoz berib, bir ovozdan 'ha' deb tasdiqlashdi.",yes,nay
bullet,noun,B2,o'q,пуля,A small piece of metal shot from a gun.,ˈbʊlɪt,16326,actions,The police found a bullet hole in the wall of the building.,Politsiya bino devorida o'q izini topdi.,slug,
lace,noun,B2,bog'ich shnurka,шнурок,A thin string used to tie a shoe closed.,leɪs,16328,clothes,He knelt down to tie his shoelace before starting the race.,U poygalarni boshlashdan oldin poyabzal bog'ichlarini bog'lash uchun tiz cho'kdi.,cord,
nasty,adjective,B2,badbo'y yoqimsiz,отвратительный,"Extremely unpleasant, dirty, or offensive.",ˈnaː.sti,16330,describing,There was a nasty smell coming from the old garbage bin outside.,Tashqaridagi eski axlat qutisidan juda badbo'y hid kelayotgan edi.,awful unpleasant,pleasant
visibility,noun,B2,ko'rinish,видимость,"How clearly objects can be seen, often depending on weather conditions.",ˌvɪz.əˈbɪl.ɪ.ti,16332,nature,Driving was difficult because the visibility was very low due to fog.,Tuman tufayli ko'rinish juda past bo'lgani uchun mashina haydash qiyin edi.,,
latitude,noun,C1,kenglik,широта,A position north or south of the Earth's equator.,ˈlætɪtjuːd,16334,ielts,Countries at a high latitude experience very long winters and cold weather.,Yuqori kenglikdagi mamlakatlarda qish juda uzoq davom etadi va havo sovuq bo'ladi.,parallel,
consciousness,noun,C1,ong,сознание,The state of being aware of oneself and the surroundings.,ˈkɒnʃəsnəs,16336,ielts,The injured player slowly regained consciousness after the accident on the field.,Maydondagi baxtsiz hodisadan so'ng jarohatlangan futbolchi asta-sekin o'ziga keldi.,awareness,
tumor,noun,C1,o'sma o'simta,опухоль,A mass of tissue in the body that grows in an uncontrolled way.,tjuː.mə,16338,body-health,The doctor checked the patient to see if the tumor was dangerous.,Shifokor o'smada xavfli belgilar bor-yo'qligini tekshirib ko'rdi.,growth lump,
ugly,adjective,A2,hunuq xunuk,некрасивый,Something that is very unpleasant to look at.,ˈʌɡli,16340,describing,I think this old building is very ugly and needs to be painted.,Menimcha bu eski bino juda xunuk va uni bo'yash kerak.,hideous unattractive,beautiful
mistress,noun,B2,beka uy bekasi,хозяйка,A woman who has power or authority over a house or group.,ˈmɪs.tɹɪs,16342,people-family,She acts like the mistress of this house and gives everyone orders.,U o'zini bu uyning bekasidek tutib hammaga buyruq beradi.,boss ruler,
hart,noun,C2,bugu,самец оленя,"An adult male red deer, usually older than five years of age.",hɑːt,16344,animals,The hunters tracked the large hart through the thick forest.,Ovchilar quyuq o'rmon ichida katta buguni izlab topishdi.,buck stag,
forty,noun,A1,qirq,сорок,The number equal to four times ten.,ˈfɔːti,16346,basics,She has been working at the same company for forty years.,U o'sha kompaniyada qirq yildan beri ishlab kelmoqda.,,
col,noun,C2,tog' dovoni,горный перевал,A low point on a mountain ridge between two higher peaks.,kɒl,16348,nature,The climbers rested briefly at the col before the final ascent.,Alpinistlar so'nggi cho'qqiga ko'tarilishdan oldin dovonda biroz dam olishdi.,nek,
priest,noun,B2,ruhoniy,священник,A person trained to lead religious ceremonies in a church or temple.,ˈpɹiːst,16350,people-family,The priest prayed for peace during the Sunday morning service.,Yakshanba kungi ibodat paytida ruhoniy tinchlik so'rab duo qildi.,,
queue,noun,B1,navbat qator,очередь,A line of people or vehicles waiting for their turn to be served.,kjuː,16352,travel,We stood in a long queue for over an hour at bank.,Bankda bir soatdan ortiq uzun navbatda turdik.,line,
trance,noun,C1,trans g'aflat,транс,A mental state where someone is not fully aware of their surroundings.,tɹɑːns,16354,ielts,He seemed to be in a deep trance during the quiet meditation.,Chuqur meditatsiya paytida u go‘yo g‘aflatga tushib qolgandek edi.,hypnosis,
locale,noun,C1,joy makon,место действия,The specific place where something happens or is set.,ləʊˈkɑːl,16356,ielts,This quiet garden was the perfect locale for our afternoon meeting.,Bu osoyishta bog‘ tushdan keyingi uchrashuvimiz uchun eng qulay joy edi.,location,
bundle,noun,B2,bog'lam dasta,связка,A collection of things tied or wrapped together.,ˈbʌn.dl̩,16358,home,She carried a large bundle of firewood into the house.,U uyga bir bog‘am o‘tin ko‘tarib kirdi.,package collection,
hammer,noun,A2,bolg'a,молоток,A hand tool used for hitting nails into wood or breaking things.,ˈhæm.ə(ɹ),16360,basics,I need a hammer to fix this loose board on the floor.,Poldagi bo‘shab qolgan taxtani tuzatish uchun menga bolg‘a kerak.,mallet,
invasion,noun,B2,bosqin istilo,вторжение,An occasion when an army enters a country by force to take control of it.,ɪnˈveɪʒən,16362,ielts,The historical document describes the sudden invasion of the northern coastal towns.,Tarixiy hujjatda shimoliy qirg‘oq shaharlariga qilingan to‘satdan bosqin tasvirlangan.,attack assault,defense
runner,noun,A2,yuguruvchi,бегун,"A person who runs, especially as a sport or for exercise.",ˈɹʌnɚ,16364,actions,The marathon runner trained every single morning for six months before competing.,Marafon yuguruvchisi musobaqadan oldin olti oy davomida har kuni tongda mashq qildi.,athlete,
administered,verb,B2,boshqarilgan tayinlangan,управляемый,"To manage the operation of a business, organization, or give something officially.",ədˈmɪnɪstɚd,16366,ielts,The company was administered by a board of directors for ten years.,Kompaniya o‘n yil davomida direktorlar kengashi tomonidan boshqarildi.,managed directed,
beneath,preposition,B1,ostida pastida,под,In a lower position than something else.,bɪˈniːθ,16368,describing,They sat on the grass beneath the shade of a large oak tree.,Ular katta eman daraxti soyasidagi maysalar ustida o‘tirishdi.,under below,above
strengthen,verb,B1,kuchaytirmoq mustahkamlamoq,усиливать,To become stronger or make something stronger.,ˈstɹɛŋ(k)θən,16370,actions,Regular exercise will help to strengthen your muscles and improve your health.,Doimiy mashqlar mushaklaringizni mustahkamlashga va sog‘lig‘ingizni yaxshilashga yordam beradi.,fortify reinforce,weaken
defend,verb,B1,himoya qilmoq,защищать,To protect someone or something from attack or criticism.,dɪˈfɛnd,16372,ielts,The soldiers were prepared to defend their country against any external threats.,Askarlar o‘z mamlakatlarini har qanday tashqi tahdidlardan himoya qilishga tayyor edilar.,protect guard,attack
infrared,adjective,B2,infraqizil,инфракрасный,"Relating to invisible light waves that carry heat, used in remote controls and sensors.",ˌɪnfɹəˈɹɛd,16374,describing,The security camera uses infrared technology to see clearly in the dark.,Xavfsizlik kamerasi qorong'uda aniq ko'rish uchun infraqizil texnologiyadan foydalanadi.,,ultraviolet
seventh,adjective,A2,yettinchi,седьмой,Coming after the sixth thing in a sequence or order.,ˈsɛvnθ,16376,basics,We are going on holiday for the seventh time this year.,Biz bu yil yettinchi marta ta'tilga ketyapmiz.,7th,
welsh,verb,C1,qarzni qaytarmaslik aldamoq,не отдавать долг,To fail to pay a debt or break a promise you made to someone.,wɛlʃ,16378,actions,He promised to pay me back but decided to welsh instead.,"U menga qarzini qaytarishga va'da bergandi, lekin oxirida aldaydigan bo'ldi.",cheat swindle,
belly,noun,B1,qorin,живот,The part of the body that contains the stomach and intestines.,ˈbɛli,16380,body-health,You have grown a big belly since you started eating more junk food.,Ko‘p fast-fud yeya boshlaganingdan beri qorning ancha chiqib ketibdi.,stomach abdomen,
aggressive,adjective,B2,tajovuzkor janjalkash,агрессивный,Ready to attack or argue in an unfriendly way.,əˈɡɹɛs.ɪv,16382,ielts,His aggressive behavior during the meeting made everyone feel very uncomfortable.,Majlisdagi tajovuzkor xulq-atvori barchani juda noqulay ahvolga solib qo‘ydi.,hostile confrontational,peaceful
stolen,adjective,A2,o‘g‘irlangan,украденный,Something that was taken by someone without permission.,ˈstəʊ.ln̩,16384,actions,The police found the stolen car parked near the old city bridge.,Politsiya o‘g‘irlangan mashinani eski shahar ko‘prigi yaqinida to‘xtab turgan holda topdi.,taken robbed,
fist,noun,B1,musht,кулак,A hand with the fingers curled tightly into the palm.,fɪst,16386,body-health,The boxer's fists rained down on his opponent in the last round.,Bokschi raqibiga ketma-ket musht yog'dirdi.,,
lenders,noun,B2,kreditorlar qarz beruvchilar,кредиторы,People or organizations that give money to others to be paid back later.,ˈlendərz,16388,work,Many lenders require a good credit score before giving out a loan.,Ko'plab kreditorlar qarz berishdan oldin yaxshi kredit reytingini talab qiladi.,creditors,borrowers
pharmacology,noun,C1,farmakologiya,фармакология,The scientific study of medicine and how it affects the body.,ˌfɑɹməˈkɒləd͡ʒi,16390,ielts,She decided to study pharmacology to learn how new drugs work.,U dorilar qanday ishlashini o'rganish uchun farmakologiyani tanladi.,,
fitting,noun,B2,moslash moslama,фитинг,A small part used to connect or repair pieces of a machine or pipe.,ˈfɪtɪŋ,16392,home,The plumber replaced a broken pipe fitting to stop the water leak.,Santexnik suv sizib chiqishini to'xtatish uchun singan quvur moslamasini almashtirdi.,component attachment,
fixtures,noun,B2,jihozlar anjomlar,приспособления,"Objects that are attached to a house, like sinks or light switches.",ˈfɪkstʃərz,16394,home,The house is sold with all the bathroom fixtures included.,Uy hammomdagi barcha jihozlar bilan birga sotiladi.,equipment installations,
quantities,noun,B2,miqdorlar,количества,Amounts or numbers of something that can be counted or measured.,ˈkwɑntɪtiz,16396,ielts,The factory produces huge quantities of food every single day.,Zavod har kuni juda katta miqdorda oziq-ovqat mahsulotlarini ishlab chiqaradi.,amounts sums,
consistently,adverb,B2,izchil ravishda,последовательно,Always behaving or happening in the same way over a period of time.,kənˈsɪstəntli,16398,ielts,The team has been consistently performing well throughout the entire season.,Jamoa butun mavsum davomida izchil ravishda yaxshi o‘yin ko‘rsatmoqda.,invariably uniformly,
elder,adjective,B1,katta,старший,"Used to describe someone who is older than another person, usually a family member.",ˈeldə,16400,people-family,My elder brother is currently studying medicine at the university.,Mening katta akam hozir universitetda tibbiyot yo‘nalishida o‘qiyapti.,senior,younger
sonic,adjective,B2,tovushga oid,звуковой,Relating to or involving sound waves or the speed of sound.,ˈsɒnɪk,16402,describing,The aircraft is designed to travel at a supersonic speed.,Samolyot tovushdan tez uchish uchun mo‘ljallangan.,,
cheers,interjection,A2,rahmat xayr,спасибо пока,An informal way to say thank you or goodbye to someone.,tʃɪəz,16404,basics,"Thanks for your help with the project, cheers!","Loyiha bo‘yicha yordamingiz uchun rahmat, xayr!",,
dig,verb,A2,qazimoq kovlamoq,копать,To make a hole in the ground by moving earth with a tool or hands.,dɪɡ,16406,actions,They dug an eight-foot ditch along the side of the road.,Ular yo'l cheti bo'ylab sakkiz futlik ariq qazishdi.,,
punishment,noun,B1,jazo jazolash,наказание,An action intended to make someone suffer because they have done something wrong.,ˈpʌnɪʃmənt,16408,ielts,The naughty children were given a punishment by their teachers.,Sho'x bolalar o'qituvchilari tomonidan jazolandi.,discipline correction,reward
appreciation,noun,B2,minnatdorchilik qadrlash,признательность,The feeling of being grateful or recognizing the good qualities of someone or something.,əˌpɹiː.ʃiˈeɪ.ʃən,16410,feelings,We give you this trophy as a token of our appreciation.,Biz sizga bu sovrinni minnatdorchilik belgisi sifatida topshiramiz.,gratitude recognition,
subsequently,adverb,C1,keyinchalik so'ngra,впоследствии,Happening after something else in time.,ˈsʌb.sɪ.kwənt.li,16412,ielts,He was subsequently promoted to the position of department manager.,U keyinchalik bo'lim boshlig'i lavozimiga ko'tarildi.,afterwards later,
providence,noun,C2,taqdir ilohiy ko'mak,провидение,The protective care of God or a spiritual power as a guiding force.,ˈpɹɒvɪdəns,16414,ielts,It was only by divine providence that they survived the accident.,Faqat ilohiy qudrat tufayli ular halokatdan omon qolishdi.,fate destiny,
thumb,noun,A2,bosh barmoq,большой палец,The short thick finger on the side of your hand.,ˈθʌm,16416,body-health,I thumbed through the book and decided not to read it.,Men kitobni varaqlab chiqdim va uni o'qimaslikka qaror qildim.,,
restriction,noun,B2,cheklash taqiq,ограничение,A rule or limit that prevents something from growing or being done freely.,ɹɪˈstɹɪkʃən,16418,ielts,The government imposed a new restriction on the import of foreign goods.,Hukumat chet el tovarlarini olib kirishga yangi cheklovlar o'rnatdi.,limitation constraint,freedom
treasurer,noun,B2,g'aznachi hisobchi,казначей,A person responsible for the money and financial records of an organization or club.,ˈtɹɛʒəɹə(ɹ),16420,work,The club treasurer keeps a detailed record of all the expenses.,Klub g'aznachisi barcha xarajatlarning batafsil hisobini yuritadi.,bursar cashier,
lightweight,adjective,B1,yengil vaznli,легковесный,Having a very low weight; not heavy.,ˈlaɪt.weɪt,16422,describing,This lightweight jacket is perfect for a cool summer evening walk.,Bu yengil kurtka yozning salqin oqshom sayrlari uchun ayni muddao.,light portable,heavy
mighty,adjective,C1,qudratli kuchli,могущественный,"Having great power, strength, or importance.",ˈmaɪti,16424,describing,The mighty river flows through the heart of the ancient city.,Bu qudratli daryo qadimiy shaharning qoq markazidan oqib o'tadi.,powerful strong,weak
humanity,noun,B2,insoniyat odamiylik,человечество,All the people in the world considered as a single group.,hjuˈmænɪti,16426,ielts,We must act together to solve problems that threaten all of humanity.,Butun insoniyatga tahdid solayotgan muammolarni hal qilish uchun birlashishimiz kerak.,humankind mankind,
transcription,noun,C1,transkripsiya ko'chirma,транскрипция,A written copy of words that were spoken or recorded.,tɹænˈskɹɪpʃən,16428,ielts,I need a written transcription of this recorded legal interview.,Menga ushbu yozib olingan sud suhbatining yozma ko'chirmasi kerak.,copy record,
complications,noun,B2,asoratlar murakkabliklar,осложнения,New problems or medical issues that make a situation more difficult to deal with.,kɒmplɪˈkeɪʃənz,16430,body-health,The surgery was successful but there were some minor complications afterwards.,Operatsiya muvaffaqiyatli o'tdi ammo keyinchalik ba'zi kichik asoratlar kuzatildi.,difficulties problems,simplicity
snapshot,noun,B2,surat lavha,снимок,A quick photograph or a brief look at a situation at one specific time.,ˈsnæpʃɒt,16432,describing,This report provides a snapshot of the current economic situation in the country.,Ushbu hisobot mamlakatdagi hozirgi iqtisodiy vaziyat haqida qisqacha ma'lumot beradi.,photo glimpse,
worn,adjective,B1,eskirgan nimjon,поношенный,Damaged or looking thin because it has been used for a very long time.,wɔːn,16434,describing,He wore a pair of very worn shoes to the interview yesterday.,U suhbatga juda eskirgan poyabzal kiyib bordi.,shabby tattered,new
testament,noun,C1,dalolat guvohlik,доказательство,A clear sign or proof that something is true or exists.,ˈtɛs.tə.mənt,16436,ielts,This success is a testament to the hard work of our team.,Bu muvaffaqiyat jamoamizning qattiq mehnati samarasidir.,proof evidence,
expo,noun,B2,ko'rgazma,выставка,"A large public exhibition of products, art, or new technology.",ˈɛkspəʊ,16438,travel,We visited the international technology expo to see the latest inventions.,Biz eng so'nggi ixtirolarni ko'rish uchun xalqaro texnologiya ko'rgazmasiga bordik.,exhibition,
twist,verb,B1,buramoq eshmoq,крутить,To turn something by moving your hand around it.,twɪst,16440,actions,You need to twist the cap to open the plastic bottle.,Plastik idishni ochish uchun uning qopqog'ini burashingiz kerak.,turn rotate,
partially,adverb,B2,qisman,частично,Not completely; only for a part of something.,ˈpɑɹʃəli,16442,describing,The project was only partially successful due to a lack of funds.,Mablag' yetishmasligi sababli loyiha faqat qisman muvaffaqiyatli bo'ldi.,somewhat partly,fully
buried,adjective,B2,ko'milgan yashiringan,погребенный,Placed under the ground or hidden and difficult to find.,ˈbɛ.ɹid,16444,describing,The pirate gold was buried deep under the sand on the island.,Qaroqchilar oltini oroldagi qum ostiga chuqur ko'mib tashlangan edi.,hidden covered,
newbie,noun,B1,yangi kelgan,новичок,"A person who is new to a job, activity, or place.",ˈnjuːbi,16446,people-family,"I am a bit of a newbie here, could you help me?","Men bu yerda yangiman, menga yordam bera olasizmi?",beginner novice,expert
wilderness,noun,C1,yovvoyi tabiat cho'l,дикая природа,"An area of land in its natural state, not used for farming or living by humans.",ˈwɪldənəs,16448,nature,The mountain range is a vast wilderness where few people ever travel.,"Bu tog' tizmasi juda katta yovvoyi tabiat hududi bo'lib, u yerga kam odam boradi.",wilds wildland,
debut,noun,B2,ilk chiqish debyut,дебют,"The first public performance or appearance of a person, group, or work of art.",ˈdɛbjuː,16450,ielts,The young actor made his debut in a very popular television series.,Yosh aktyor o'zining ilk chiqishini juda mashhur teleserialda qildi.,premiere,
deny,verb,B1,inkor etmoq,отрицать,To say that something is not true or to refuse to accept it.,dɪˈnaɪ,16452,actions,He continues to deny that he had anything to do with the accident.,U baxtsiz hodisaga aloqadorligini inkor etishda davom etmoqda.,refute contradict,confirm
anatomy,noun,B2,anatomiya tuzilish,анатомия,"The scientific study of the physical structure of humans, animals, or plants.",əˈnætəmi,16454,body-health,Medical students must spend many hours studying human anatomy in the laboratory.,Tibbiyot talabalari laboratoriyada inson anatomiyasini o'rganishga ko'p vaqt sarflashlari kerak.,structure,
sponsorship,noun,B2,homiylik,спонсорство,"Financial or material support provided to a person, group, or event by a sponsor.",ˈspɒnsəʃɪp,16456,work,The local bank provided sponsorship for the charity event held last weekend.,Mahalliy bank o'tgan dam olish kunlari o'tkazilgan xayriya tadbiriga homiylik qildi.,backing,
headphones,noun,A1,quloqchin,наушники,A device worn over the ears to listen to sound privately.,ˈhɛdfəʊnz,16458,basics,I put on my headphones to listen to music at work.,Ishda musiqa tinglash uchun quloqchinlarimni taqib oldim.,earphones,
trio,noun,B1,uchlik uchovlon,трио,A group of three people or things working or performing together.,ˈtɹi.əʊ,16460,describing,The jazz trio played beautiful music at the restaurant last night.,Jaz uchligi kecha restoranda juda chiroyli musiqa ijro etdi.,threesome,
cube,noun,A2,kub,куб,A solid object with six equal square sides.,kjuːb,16462,school,He put one sugar cube into his hot cup of tea.,U choyiga bitta qand soldi.,,
uncertainty,noun,B2,noaniqlik ikkilanish,неуверенность,The state of feeling doubt or not being sure about something.,ʌnˈsɜːtənti,16464,ielts,There is still much uncertainty regarding the future of the project.,Loyiha kelajagi borasida hali ham katta noaniqlik mavjud.,doubt hesitation,certainty
breakdown,noun,B2,buzilish nosozlik,поломка,A failure of a machine or vehicle to work correctly.,ˈbɹeɪkdaʊn,16466,travel,The car had a breakdown in the middle of the highway.,Mashina shosse o'rtasida buzilib qoldi.,failure,
marker,noun,A2,flomaster belgi,маркер,A pen with a thick felt tip used for writing or drawing in bold colors.,ˈmɑː(ɹ)kə(ɹ),16468,school,Use a red marker to highlight the important words on the page.,Sahifadagi muhim soʻzlarni belgilash uchun qizil flomasterdan foydalaning.,felt-tip,
reconstruction,noun,B2,qayta tiklash,реконструкция,The process of building or repairing something that was damaged or destroyed.,ˌɹiːkənˈstɹʌkʃən,16470,ielts,The reconstruction of the old city bridge began early last year.,Eski shahar koʻprigini qayta tiklash ishlari oʻtgan yilning boshida boshlandi.,restoration renovation,destruction
subsidiary,noun,C1,shoxobcha filial,дочерняя компания,A company that is owned or controlled by a larger parent company.,sʌbˈsɪ.di.əɹ.i,16472,work,The large car manufacturer opened a new subsidiary in the country.,Yirik avtomobil ishlab chiqaruvchi kompaniya mamlakatda yangi filial ochdi.,branch division,
rugs,noun,A2,gilamchalar,коврики,Small pieces of thick fabric used to cover a part of the floor.,rʌɡz,16474,home,She bought two beautiful rugs for her new living room floor.,U yangi mehmonxonasi uchun ikkita chiroyli gilamcha sotib oldi.,mats carpets,
furnished,adjective,B1,jihozlangan,меблированный,"Containing furniture, such as beds, tables, and chairs.",ˈfɝnɪʃt,16476,home,We rented a fully furnished apartment near the city center today.,Bugun shahar markazi yaqinidan toʻliq jihozlangan kvartira ijaraga oldik.,equipped,unfurnished
settled,adjective,B1,o'rnashgan qaror topgan,устроившийся,Feeling calm and comfortable after a period of change or moving to a new place.,ˈsɛtl̩d,16478,describing,It took me a while to feel settled after I moved to this city.,Bu shaharga ko'chib kelganimdan so'ng o'rnashib olishim uchun bir oz vaqt kerak bo'ldi.,stable secure,unsettled
airfare,noun,B1,aviachipta narxi,стоимость авиабилета,The amount of money you must pay for a flight on an airplane.,ˈeəfeə,16480,travel,"I would love to visit Paris, but I cannot afford the airfare.","Parijga borgim keladi, lekin aviachiptaga pulim yetmaydi.",flight cost,
vaccine,noun,B2,vaksina emlash,вакцина,A medicine used to protect the body from catching a specific infectious disease.,vækˈsin,16482,body-health,My dog has had two vaccines this year to keep him healthy.,Itim sog'lom bo'lishi uchun bu yil ikki marta emlandi.,immunization inoculation,
fate,noun,B2,taqdir qismat,судьба,The power that is thought to decide everything that happens in the future.,feɪt,16484,ielts,Sometimes it feels like fate brought us together at the right time.,Ba'zan taqdir bizni aynan kerakli vaqtda uchrashtirgandek tuyuladi.,destiny fortune,free will
penny,noun,B1,pens tiyin,пенни,A small British coin equal to one hundredth of a pound sterling.,ˈpɛni,16486,basics,I do not have a single penny left in my empty wallet.,Hamyonimda bir tiyin ham qolmadi.,cent coin,
bookings,noun,B1,band qilish bron,бронирования,"Arrangements to use a service, such as a hotel room or flight, at a later time.",ˈbʊkɪŋz,16488,travel,The hotel is full because there are many bookings for the holidays.,Bayram kunlari uchun ko‘p bronlar bo‘lgani sababli mehmonxona to‘la.,reservations appointments,
threatened,adjective,B2,xavf ostidagi tahdid qilingan,находящийся под угрозой,A species or environment that is at risk of disappearing in the near future.,ˈθɹɛt.n̩d,16490,nature,Pandas are a threatened species that requires our protection and care.,Pandalar himoyaga muhtoj bo‘lgan xavf ostidagi tur hisoblanadi.,endangered vulnerable,safe
porter,noun,B2,yuk tashuvchi hammol,носильщик,A person whose job is to carry luggage for guests at a hotel or station.,ˈpɔɹtɚ,16492,work,"By the time I reached the train station, a porter was waiting there.","Temiryo‘l bekatiga yetib borganimda, u yerda yuk tashuvchi kutib turgan edi.",carrier luggage-handler,
jungle,noun,B1,jungli tropik o‘rmon,джунгли,"A thick, tropical forest with many different types of plants and wild animals.",ˈd͡ʒʌŋ.ɡ(ə)l,16494,nature,The wild animals live deep inside the dark and dangerous tropical jungle.,Yovvoyi hayvonlar qorong‘u va xavfli tropik o‘rmonning qoq markazida yashaydi.,rainforest wilderness,
rim,noun,B2,qirra chet,край,The outer edge of something that is round or circular.,ˈɹʷɪm,16496,describing,Palm trees follow the curved rim of the sandy beach.,Palma daraxtlari qumli sohildagi qirra bo'ylab o'sib yotibdi.,edge border,
zen,adjective,C1,xotirjam osoyishta,спокойный,"Feeling extremely calm, relaxed and free from worry.",ˈzɛn,16498,feelings,I try to keep a zen state of mind during busy days.,Men serhasham kunlarda ham xotirjam qolishga harakat qilaman.,calm peaceful,stressed
ivory,noun,C1,fil suyagi,слоновая кость,A hard white material that comes from the tusks of elephants.,ˈaɪv(ə)ɹi,16500,nature,The antique carving was made of high quality polished ivory.,Bu qadimiy o'ymakorlik yuqori sifatli sayqallangan fil suyagidan yasalgan.,,
alpine,adjective,C1,alp tog'lari tog',альпийский,"Relating to high mountains, especially those above the level where trees grow.",ˈæl.paɪn,16502,nature,The hikers enjoyed the beautiful view of the alpine meadows.,Sayohat qiluvchilar alp tog'lari yaylovlarining go'zal manzarasidan zavqlanishdi.,montane,
